candidate_id,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,reviewer_a_decision,reviewer_a_reason_code,reviewer_a_dynamics,reviewer_a_evaluation,reviewer_a_lineage,reviewer_a_full_text_url,reviewer_b_decision,reviewer_b_reason_code,reviewer_b_dynamics,reviewer_b_evaluation,reviewer_b_lineage,reviewer_b_full_text_url,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
MWM-0170,Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts,"Controllable surgical world models can provide a generative foundation for surgical artificial intelligence and simulation by synthesizing realistic instrument--tissue interactions. However, existing methods lack a unified multimodal control paradigm, while direct fusion of heterogeneous visual conditions often causes anatomical distortion, instrument appearance drift, and temporally inconsistent interactions. In this work, we propose {Surg-UniWorld}, a unified surgical world model with multimodal control experts. Surg-UniWorld first constructs a {Hierarchical Surgical Anchor} from first-frame appearance and hierarchical semantic masks to preserve persistent scene identity, anatomical organization, and interaction boundaries. {Anchor-Relative Modality Experts} then interpret edge, depth, and optical-flow evidence relative to the shared anchor, capturing complementary boundary, geometric, and motion information. A {Multimodal Control Expert} further performs contribution-preserving stage-wise composition of the activated modality increments and generates control hints for the Wan2.2 video diffusion backbone. To support multimodal surgical world modeling, we further construct Cholec80-SurgWAM, a benchmark for controllable surgical video generation. Extensive experiments demonstrate that Surg-UniWorld consistently outperforms existing controllable video generation methods and surgical world-model baselines in generation quality, temporal consistency, and multimodal controllability.",Rulin Zhou; Wanhao Liu; Guoheng Ma; Liangjin Shao; Qiujie Song; Yidu Wang; Guankun Wang; Tong Chen; Long Bai; Luping Zhou; Hongliang Ren,2026,2026-08-07,arXiv (Cornell University),10.48550/arxiv.2608.06770,2608.06770,https://doi.org/10.48550/arxiv.2608.06770,preprint,openalex,"""surgical world model""",open-access,include,include_empirical,Generates future surgical observations under multimodal action and control inputs.,"Video quality, temporal behavior, and control adherence are quantitatively evaluated.",Single identified arXiv preprint.,https://arxiv.org/pdf/2608.06770,include,include_empirical,"Generates future surgical videos under edge, depth, optical-flow, and anatomical-anchor controls.","Directly compares video quality, temporal consistency, control fidelity, and multimodal ablations.",Distinct Surg-UniWorld study; no duplicate record identified.,https://arxiv.org/abs/2608.06770,include,empirical,include_empirical,reviewer_consensus,A: The unified surgical world model directly evaluates controlled future-video dynamics. B: Controllable surgical future dynamics are directly evaluated.
MWM-0173,Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning,"Learning reliable surgical manipulation policies is bottlenecked by the scarcity of action-labeled demonstrations: teleoperated surgical robot (e.g., dVRK) trajectories with synchronized kinematics are costly to collect, while surgical tasks demand precise contact handling, long-horizon reasoning, and bimanual coordination. Endoscopic video is comparatively inexpensive and abundant relative to synchronized video--kinematics trajectories, and a natural way to exploit it is to learn world models of surgical scenes. However, existing surgical world models use video primarily for simulation or policy evaluation, and rarely translate the learned dynamics into closed-loop control. This gap raises our central question: under a fixed budget of action-labeled demonstrations, does action-free video pretraining improve closed-loop surgical manipulation? To answer it, we introduce the Surgical World-Action Model (Surgical WAM), a unified generative model built on Cosmos Policy that jointly predicts future endoscopic observations and executable surgical robot action chunks. Surgical WAM first learns surgical visual dynamics from action-free video and is then fine-tuned on the fixed action-labeled budget; at deployment, it acts as a closed-loop, receding-horizon controller that executes a short prefix of each predicted action chunk and replans from the resulting observation. On a suite of four simulated surgical manipulation tasks, video pretraining improves the average success rate from 63.5% to 77.8%, including an absolute gain of 20 percentage points on PegTransfer, with the largest improvements on contact-rich and bimanual tasks. These results demonstrate that action-free video provides transferable visual dynamics priors for learning surgical robot control with limited action supervision, positioning data-efficient video pretraining as a practical path toward scaling up surgical robot learning.",Wenrui Bao; Tianyun Jiang; Zhiben Chen; Ser-Nam Lim; Peter D. Peng; Yuzhang Shang,2026,2026-08-11,arXiv (Cornell University),10.48550/arxiv.2608.11204,2608.11204,https://arxiv.org/abs/2608.11204,preprint,openalex,"""surgical world model"";""world model"" medicine;""world model"" patient",open-access,include,include_empirical,Learns coupled world and action prediction for imagined surgical robot trajectories.,Closed-loop task success and data efficiency are evaluated on surgical manipulation tasks.,Single identified arXiv preprint.,https://arxiv.org/pdf/2608.11204,include,include_empirical,Jointly predicts future endoscopic observations and executable robot action chunks after action-free video pretraining.,Evaluates closed-loop success across four simulated surgical tasks and action-label efficiency.,Distinct Surgical WAM study; no duplicate record identified.,https://arxiv.org/abs/2608.11204,include,empirical,include_empirical,reviewer_consensus,A: The learned world-action model is empirically evaluated through model-based robot control. B: The learned visual dynamics are tested through future prediction and closed-loop surgical control.
MWM-0174,SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynamics,"Scaling robot policy learning for autonomous surgery is challenging, as expert demonstrations are expensive and in vivo exploration poses substantial safety risks. Surgical world models address this by generating realistic, action-conditioned future frames from an initial observation, but existing methods exhibit two persistent failure modes: spatial interaction incoherence, where visible instrument contact fails to induce spatially consistent tissue deformation, and temporal fidelity collapse, where prediction errors compound across autoregressive rollouts and progressively corrupt visual quality. We present SurgVista, a surgical world model that mitigates both failures through two training recipes. Deformation Consistency Regularization extracts scene-point trajectories from training videos and enforces cross-frame coherence through latent contrastive learning, strengthening physically consistent instrument-tissue dynamics. Drift Adaptation Training mitigates long-horizon drift by perturbing conditioning frames with online prediction residuals and photometric augmentations calibrated to long-horizon drift statistics, sustaining visual fidelity over extended rollouts. To enable rigorous evaluation, we further introduce SurgWorld-Bench, featuring diverse procedure types, long-range rollouts, and decoupled metrics for instrument-motion accuracy and tissue-response fidelity. Extensive experiments show that SurgVista consistently outperforms state-of-the-art methods across visual quality, temporal consistency, and interaction fidelity, with gains widening as the prediction horizon grows.",Wentao Pan; Wuyang Li; Shengyuan Liu; Xinyu Liu; H Liu; Yixuan Yuan,2026,2026-06-18,arXiv (Cornell University),10.48550/arxiv.2606.19889,2606.19889,https://arxiv.org/abs/2606.19889,preprint,openalex,"""medical world model"";""surgical world model"";""world model"" clinical;""world model"" patient;""world model"" treatment",open-access,include,include_empirical,Models long-horizon instrument and tissue evolution in generated surgical rollouts.,"Rollout fidelity, temporal consistency, and tissue-interaction measures are evaluated.",Single identified arXiv preprint.,https://arxiv.org/pdf/2606.19889,include,include_empirical,Rolls action-conditioned surgical videos forward with learned deformation consistency and drift adaptation.,"Evaluates short- and long-horizon instrument motion, tissue response, visual quality, and temporal drift.",Distinct SurgVista model paper; its associated benchmark contribution is separate from MWM-0175.,https://arxiv.org/abs/2606.19889,include,empirical,include_empirical,reviewer_consensus,A: The model directly evaluates long-horizon surgical observation dynamics. B: The model directly tests long-horizon surgical interaction dynamics.
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,"Reliable surgical planning requires models that move beyond recognizing the current surgical step or imitating expert demonstrations, and instead anticipate how instrument motion reshapes subsequent operative states. Most surgical video understanding methods focus on recognizing phases, actions, or workflow states, while providing limited support for explicitly modeling instrument motion. Conversely, existing tool motion prediction methods can forecast instrument trajectories, but they generally do not capture the coupled evolution of future surgical video states. World models offer a natural framework for jointly modeling visual state transitions and instrument motion dynamics. However, existing surgical world model studies remain largely centered on visual generation quality, relying on generation-oriented metrics such as FVD and CD-FVD. These metrics are poorly aligned with instrument motion planning, as they do not directly measure whether predicted trajectories are geometrically accurate, temporally coherent, or actionable for downstream planning. This limitation is partly structural, since the field lacks public datasets and standardized evaluation protocols that provide the benchmarking infrastructure needed to assess motion-centric capabilities in surgical world models. In this paper, we introduce SurgWMBench, a vision-based benchmark for short-horizon surgical motion planning and dynamics prediction. Given intraoperative image sequences and historical instrument trajectory, SurgWMBench evaluates both near-future instrument motion prediction and stability under continuous rollout or input perturbations.",Huanrong Liu; Weiliang Huang; Bob Zhang; Weichao Cai; Chunlin Tian; Qingbiao Li,2026,2026-08-08,arXiv (Cornell University),10.48550/arxiv.2608.08070,2608.08070,https://arxiv.org/abs/2608.08070,preprint,openalex,"""surgical world model""",open-access,include,include_empirical,"Trains and evaluates predictors for future instrument trajectories, including autoregressive rollout.","Local transition fidelity, closed-loop rollout stability, and perturbation robustness are measured on the benchmark.",Single identified arXiv benchmark preprint with a distinct empirical contribution.,https://arxiv.org/pdf/2608.08070,include,include_empirical,Trains and evaluates learned surgical video/trajectory models under near-future and continuous-rollout protocols.,"Reports instrument ADE/FDE, rollout-error accumulation, perturbation recovery, and baseline capability boundaries.",Distinct benchmark paper with a separately extractable empirical contribution.,https://arxiv.org/abs/2608.08070,include,empirical,include_empirical,reviewer_consensus,A: The benchmark contains direct empirical evaluation of learned surgical dynamics and rollouts. B: The benchmark directly evaluates learned surgical dynamics and rollout stability.
MWM-0176,Susagi: A Microbiome World Model,"Motivation Accurately modelling how microbial communities assemble and change across hosts and environments is essential for analysis and intervention. Typical pipelines capture limited generalisable structure and often depend on fixed ecological unit definitions. Results We present Susagi (Set Unsupervised Assessment of Genetic Imposters), a permutation-invariant denoising transformer that operates directly on sets of bacterial SSU rRNA gene embeddings to learn a member-level stability function. The model was trained on ∼ 2 × 10 6 bacterial community samples. We show that it reliably predicts community composition dynamics in a zero-shot (no training) setting, demonstrated here across three challenging microbiomes for which traditional ML methods do not exceed random expectation. The model’s stability scores capture biological structure: across datasets, higher scores are enriched for agricultural, cropland, and soil-associated habitats, consistent with microbial communities in these environments supporting positive diversity–stability relationships. The highest stability scores are only attained by communities with high Pielou evenness and large size, despite the fact that the model has never seen abundances suggesting it can recognise community dysbiosis from presence absence alone. Furthermore, they also track biological gradients such as subject age. Susagi is competitive with another Large Microbiome Model (Microbial General Model, MGM) on diverse classification tasks, without task-specific fine-tuning and with an increased parameter efficiency. Ultimately, our model will facilitate hypothesis generation for complex microbial processes, including deterministic assembly and microbial interactions, crucial for instance in the design of communities in silico . Availability and implementation Evaluation code and model weights can be found from https://github.com/the-puzzler/Microbiome-Modelling . Model weights can also be downloaded directly from https://huggingface.co/basilboy/microbiome-model . Interactive demo can be found here: https://huggingface.co/spaces/basilboy/microbiome-space .","Peluso M, Tackmann J, von Mering C.",2026,2026-05-11,,10.64898/2026.05.07.723428,,https://europepmc.org/article/PPR/PPR1210623,,europe_pmc,europe_pmc_core,indexed,uncertain,inaccessible_full_text,"Metadata suggests a learned microbiome world model, but its transition mechanism could not be inspected.","Future-state, rollout, or intervention evaluation could not be verified in the inaccessible bioRxiv text.",No duplicate identified; linked bioRxiv primary text was inaccessible.,https://europepmc.org/article/PPR/PPR1210623,uncertain,inaccessible_full_text,"The abstract describes a transformer for microbiome composition dynamics, but the transition design could not be fully inspected.",Official bioRxiv endpoints did not provide accessible primary methods and results.,No duplicate identified from available metadata.,https://doi.org/10.64898/2026.05.07.723428,include,empirical,include_empirical,third_adjudication,Susagi learns microbiome community stability and directly evaluates zero-shot community-composition dynamics across three biomedical microbiome datasets.
MWM-0177,SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation,"Realistic surgical simulation plays a crucial role in training novice surgeons and in the development of autonomous agents. World models can scale such simulation environments to realistic and diverse procedures by predicting future patient states conditioned on current observations and surgical actions. However, current state-of-the-art approaches often fail to satisfy key criteria required for clinical applicability, including visual realism, physically grounded interactions, and the ability to simulate scenarios beyond the training distribution. Hence, we introduce SWoMo, a neuro-symbolic world model for cataract surgery simulation that decouples motion generation from visual realism. The symbolic component, consisting of a rule-based simulator and scene graph representations, models motion dynamics and tool-tissue interactions, while a diffusion model produces realistic visual appearance, including textures and tissue deformations. We propose an inverse pairing strategy that reconstructs real surgical videos in the simulator to obtain paired simulated and real videos, which are then used to train our video diffusion model for the reverse objective of sim-to-real translation. Our experiments show both qualitative and quantitative improvements over prior work. We demonstrate that our simulator further satisfies the key criteria, including generalisation to unseen interaction geometries, improvements in downstream phase detection, and unsupervised video style transfer. The code, data, and model weights are available at: https://ssharvienkumar.github.io/SWoMo/",S Sivakumar; Akwele Johnson; Anirudh Dhingra; Yannik Frisch; Ghazal Ghazaei; Anirban Mukhopadhyay,2026,2026-05-15,arXiv (Cornell University),10.48550/arxiv.2605.16530,2605.16530,https://arxiv.org/abs/2605.16530,preprint,openalex,"""surgical world model"";""world model"" clinical;""world model"" patient",open-access,include,include_empirical,Combines learned state transitions with symbolic surgical constraints to simulate cataract procedures.,Future-state simulation and procedure-level behavior are evaluated on cataract surgery data.,Single identified arXiv preprint.,https://arxiv.org/pdf/2605.16530,include,include_empirical,Combines rule-based tool-tissue motion with a learned diffusion future-observation generator.,"Evaluates video fidelity, action/structure adherence, out-of-distribution motion, and autoregressive synthetic sequences.",Distinct SWoMo study; no duplicate record identified.,https://arxiv.org/abs/2605.16530,include,empirical,include_empirical,reviewer_consensus,A: The neuro-symbolic surgical world model directly evaluates procedural dynamics. B: The learned visual simulator is directly evaluated under controlled surgical dynamics.
MWM-0199,Toward Safe Autonomous Robotic Endovascular Interventions using World Models,"Autonomous mechanical thrombectomy (MT) presents substantial challenges due to highly variable vascular geometries and the requirements for accurate, real-time control. While reinforcement learning (RL) has emerged as a promising paradigm for the automation of endovascular navigation, existing approaches often show limited robustness when faced with diverse patient anatomies or extended navigation horizons. In this work, we investigate a world-model-based framework for autonomous endovascular navigation built on TD-MPC2, a model-based RL method that integrates planning and learned dynamics. We evaluate a TD-MPC2 agent trained on multiple navigation tasks across hold out patient-specific vasculatures and benchmark its performance against the state-of-the-art Soft Actor-Critic (SAC) algorithm agent. Both approaches are further validated in vitro using patient-specific vascular phantoms under fluoroscopic guidance. In simulation, TD-MPC2 demonstrates a significantly higher mean success rate than SAC (58% vs. 36%, p < 0.001), and mean tip contact forces of 0.15 N, well below the proposed 1.5 N vessel rupture threshold. Mean success rates for TD-MPC2 (68%) were comparable to SAC (60%) in vitro, but TD-MPC2 achieved superior path ratios (p = 0.017) at the cost of longer procedure times (p < 0.001). Together, these results provide the first demonstration of autonomous MT navigation validated across both hold out in silico data and fluoroscopy-guided in vitro experiments, highlighting the promise of world models for safe and generalizable AI-assisted endovascular interventions.",Harry Robertshaw; Nikola Fischer; Han‐Ru Wu; Andrea Walker Perez; Weiyuan Deng; Benjamin Jackson; Christos Bergeles; Alejandro Granados; Thomas C Booth,2026,2026-04-22,arXiv (Cornell University),10.48550/arxiv.2604.20151,2604.20151,https://arxiv.org/abs/2604.20151,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment",open-access,include,include_empirical,Learns endovascular environment dynamics for imagined rollouts and model-based robot control.,"Navigation success, safety, and force-related outcomes are evaluated in simulated and physical settings.",Single identified arXiv preprint; distinct from the multi-task fusion study MWM-0151.,https://arxiv.org/pdf/2604.20151,include,include_empirical,TD-MPC2 learns vascular dynamics and plans endovascular actions in latent space.,"Compares success, path efficiency, and force in held-out simulations and patient-specific in-vitro phantoms.",Earlier study in the lineage preceding MWM-0151; distinct task and contribution.,https://arxiv.org/abs/2604.20151,include,empirical,include_empirical,reviewer_consensus,A: The learned world model is directly evaluated through autonomous endovascular control. B: Learned dynamics are evaluated through model-based surgical navigation and real-phantom transfer.
MWM-0200,Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics,"Physiological time series signals reflect complex, multi-scale dynamical processes of the human body. Existing modeling studies focus on static tasks such as classification, event forecasting, or short-horizon next step prediction, while long-horizon signal-level forecasting and predictive nature of physiological signals remain underexplored. We introduce NormWear-2, a world model that encodes both multivariate physiological signals and clinical intervention variables into a shared latent space and models their joint temporal evolution as a dynamical system. Our approach combines inference from prior pre-trained knowledge (intuition) with instant non-parametric latent state transition adaptation (insight), enabling coherent forecasting across multiple temporal scales, conditioned on heterogeneous clinical interventions. During the pretraining phase, we find that chaos-theoretic balancing of dynamical regime diversity yields more robust representations, with a smaller balanced corpus outperforming one twice its size and capturing bifurcation regimes. We evaluate the world model performance across diverse real-world physiological datasets spanning heterogeneous temporal resolutions and intervention regimes, covering daily life, point-of-care, and clinical settings, including fitness planning, hemodialysis, diabetes management, and surgical monitoring. These evaluation datasets comprise records from 8,026 subjects, spanning study durations from 3.2 hours for high-resolution signal data to 2.3 years for longitudinal clinical biomarker tracking. NormWear-2 achieves the best overall forecasting performance across time, frequency, and latent representation domains, with significant improvements over state-of-the-art time series foundation models, while maintaining competitive downstream representation quality, providing a step toward general-purpose world models for physiological signals.","Yunfei Luo; Xi Chen; Yuliang Chen; Lanshuang Zhang; Md Mofijul Islam; Siwei Zhao; Peter Kotanko; Dasgupta, Subhasis; Andrew Campbell; Rakesh Malhotra; Tauhidur Rahman",2026,2026-05-14,arXiv (Cornell University),10.48550/arxiv.2605.15465,2605.15465,https://arxiv.org/abs/2605.15465,preprint,openalex,"""world model"" clinical;""world model"" physiology",open-access,include,include_empirical,Learns balanced latent physiological-signal dynamics with autoregressive and action-aware transitions.,"Forecast and simulation errors, stability, and action-awareness are evaluated across physiological datasets.",Single identified arXiv preprint.,https://arxiv.org/pdf/2605.15465,include,include_empirical,Models multivariate physiological and intervention variables in a shared latent transition system with online adaptation.,"Evaluates short- and long-horizon signal forecasts across fitness, dialysis, diabetes, and surgical-monitoring datasets.",Distinct NormWear-2 study; no duplicate record identified.,https://arxiv.org/abs/2605.15465,include,empirical,include_empirical,reviewer_consensus,A: The study directly evaluates learned physiological rollouts. B: The physiological dynamics model is directly tested on heterogeneous forecasting regimes.
MWM-0207,TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforcement Learning for Venetoclax Resistance Trajectory Prediction and Adaptive Therapy Optimization in Chronic Lymphocytic Leukemia.,"Chronic lymphocytic leukaemia (CLL) presents considerable therapeutic obstacles due to the development of treatment-resistant disease, especially with BCL-2 inhibitors like venetoclax, and is among the most challenging haematological malignancies to treat. A critical unmet computational need is the ability to predict patient-specific treatment resistance trajectories and to develop optimal adaptive therapy schedules based on a patient's history and experience with treatments. To address these issues, we have developed TwinRL-Onco, a novel computational framework that fuses digital twin technology, driven by world model-based simulations, with hierarchical reinforcement learning (HRL), to predict in silico treatment response and optimize the adaptive therapy process. TwinRL-Onco consists of three synergistic components: (1) a Variational Recurrent State-Space Model (VRSSM); (2) a hierarchical policy structure with two levels of control; and (3) a resistance trajectory predictor that uses Monte Carlo rollouts generated from the world model to simulate treatment response. TwinRL-Onco achieved an AUROC of 0.917 for 12-month simulated prediction of progression, an improvement of 4.6 percentage points over the DreamerV3 algorithm and 7.0 percentage points over the LSTM-Traj algorithm. TwinRL-Onco is an emphasis on an artificial intelligence-based online environment for hypothesis generation; all on-site metrics indicate inventory-only consistency and need actual clinical validation before any conclusions regarding clinical prediction.",Zi Wang; Chenghao Ge; Yufan Hu; Destin Bai; Wei Zhang,2026,2026,IEEE journal of biomedical and health informatics,10.1109/jbhi.2026.3696685,,https://pubmed.ncbi.nlm.nih.gov/42184194/,journal-article,europe_pmc;openalex;pubmed,"""world model"" clinical;""world model"" patient;""world model"" treatment;europe_pmc_core;pubmed_core",indexed,uncertain,inaccessible_full_text,Metadata suggests a leukemia digital twin with learned resistance trajectories and adaptive therapy actions.,Trajectory prediction and therapy-optimization results could not be checked in the inaccessible IEEE text.,No duplicate identified; linked IEEE primary text was inaccessible.,https://pubmed.ncbi.nlm.nih.gov/42184194/,uncertain,inaccessible_full_text,The abstract describes oncology trajectory prediction and adaptive therapy with a world-model digital twin.,The official IEEE/PubMed record did not expose sufficient full text to verify dynamics and planning evaluation.,No duplicate identified from available metadata.,https://pubmed.ncbi.nlm.nih.gov/42184194/,include,empirical,include_empirical,third_adjudication,"The journal abstract specifies a variational recurrent state-space world model, Monte Carlo treatment-response rollouts, resistance-trajectory prediction, and adaptive-therapy evaluation."
MWM-0215,World Model Enhanced Offline Reinforcement Learning for Sequential Intervention Optimization in Acute Kidney Injury,"Acute kidney injury (AKI) represents a critical clinical challenge in intensive care units, affecting approximately 20–50% of critically ill patients with mortality rates exceeding 50% in severe cases. The sequential nature of AKI management—involving continuous decisions about diuretics, fluid balance, and renal replacement therapy (RRT)—presents a natural application for reinforcement learning (RL). However, the inherent risks of deploying learned policies in healthcare necessitate robust offline learning approaches that can leverage historical electronic health records without direct patient interaction. This paper introduces World Model Enhanced Offline Reinforcement Learning (WME-ORL), a novel framework that integrates an ensemble Fourier Neural Operator-Transformer (FNO-Transformer) world model with stage-aware Implicit Q-Learning (IQL) for optimizing sequential interventions in AKI patients. Our approach addresses three fundamental challenges in medical offline RL: distribution shift through uncertainty-penalized value estimation, clinical safety through explicit rule integration, and patient heterogeneity through AKI stage-aware policy adaptation. Extensive experiments on 46,337 ICU patients from MIMIC-IV demonstrate that WME-ORL achieves superior policy value (Interquartile-Normalized Return (IQNR), 0.82 vs. 0.72 for standard IQL), reduces predicted RRT initiation rates by 31.9%, and maintains less than 5% clinical rule violations. Ablation studies reveal that the FNO-Transformer architecture provides the most reliable uncertainty estimates among compared architectures, a critical property for safe clinical deployment.",Bailing Zhang; Yuwei Mi,2026,2026-03-04,AI medicine.,10.53941/aim.2026.100002,,https://doi.org/10.53941/aim.2026.100002,article,crossref;openalex,"""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,Learns acute-kidney-injury patient transitions for world-model-enhanced offline reinforcement learning.,World-model prediction error and sequential intervention-policy performance are evaluated on clinical data.,Single peer-reviewed journal article; no duplicate candidate identified.,https://doi.org/10.53941/aim.2026.100002,include,include_empirical,An ensemble FNO-Transformer predicts future AKI patient-state distributions conditioned on interventions.,Reports held-out transition MSE and uncertainty plus stage-aware offline policy evaluation and safety analyses.,Distinct WME-ORL study; no duplicate record identified.,https://doi.org/10.53941/aim.2026.100002,include,empirical,include_empirical,reviewer_consensus,A: The learned clinical transition model and its planning use are both empirically evaluated. B: The clinical transition model and world-model-enhanced sequential policy are empirically evaluated.
MWM-0234,"Beyond Generative AI: World Models for Clinical Prediction, Counterfactuals, and Planning","Healthcare requires AI that is predictive, reliable, and data-efficient. However, recent generative models lack physical foundation and temporal reasoning required for clinical decision support. As scaling language models show diminishing returns for grounded clinical reasoning, world models are gaining traction because they learn multimodal, temporally coherent, and action-conditioned representations that reflect the physical and causal structure of care. This paper reviews World Models for healthcare systems that learn predictive dynamics to enable multistep rollouts, counterfactual evaluation and planning. We survey recent work across three domains: (i) medical imaging and diagnostics (e.g., longitudinal tumor simulation, projection-transition modeling, and Joint Embedding Predictive Architecture i.e., JEPA-style predictive representation learning), (ii) disease progression modeling from electronic health records (generative event forecasting at scale), and (iii) robotic surgery and surgical planning (action-conditioned guidance and control). We also introduce a capability rubric: L1 temporal prediction, L2 action-conditioned prediction, L3 counterfactual rollouts for decision support, and L4 planning/control. Most reviewed systems achieve L1--L2, with fewer instances of L3 and rare L4. We identify cross-cutting gaps that limit clinical reliability; under-specified action spaces and safety constraints, weak interventional validation, incomplete multimodal state construction, and limited trajectory-level uncertainty calibration. This review outlines a research agenda for clinically robust prediction-first world models that integrate generative backbones (transformers, diffusion, VAE) with causal/mechanical foundation for safe decision support in healthcare.",Mohammad Areeb Qazi; Maryam Nadeem; Mohammad Yaqub,2025,2025-11-20,arXiv (Cornell University),10.48550/arxiv.2511.16333,2511.16333,http://arxiv.org/abs/2511.16333,preprint,openalex,"""world model"" clinical",open-access,include,include_review,"Defines clinical world models around prediction, counterfactual simulation, and planning.","Synthesizes medical applications, evaluation approaches, limitations, and translation considerations.",Single identified arXiv review preprint.,https://arxiv.org/pdf/2511.16333,include,include_review,"Not applicable; the review defines healthcare world models as learned dynamics supporting rollouts, counterfactuals, and planning.","Synthesizes imaging, EHR, and surgical work and introduces a four-level capability rubric and benchmark recommendations.",Distinct review; no duplicate record identified.,https://arxiv.org/abs/2511.16333,include,review,include_review,reviewer_consensus,A: Medical world models are the central topic and the article provides a qualifying conceptual and evidence synthesis. B: Medical world models are the primary topic and the paper presents a field taxonomy and evaluation synthesis.
MWM-0239,CLARITY: Medical World Model for Guiding Treatment Decisions by Modeling Context-Aware Disease Trajectories in Latent Space,"Clinical decision-making in oncology requires predicting dynamic disease evolution, a task current static AI predictors cannot perform. While world models (WMs) offer a paradigm for generative prediction, existing medical applications remain limited. Existing methods often rely on stochastic diffusion models, focusing on visual reconstruction rather than causal, physiological transitions. Furthermore, in medical domain, models like MeWM typically ignore patient-specific temporal and clinical contexts and lack a feedback mechanism to link predictions to treatment decisions. To address these gaps, we introduce CLARITY, a medical world model that forecasts disease evolution directly within a structured latent space. It explicitly integrates time intervals (temporal context) and patient-specific data (clinical context) to model treatment-conditioned progression as a smooth, interpretable trajectory, and thus generate physiologically faithful, individualized treatment plans. Finally, CLARITY introduces a novel prediction-to-decision framework, translating latent rollouts into transparent, actionable recommendations. CLARITY demonstrates state-of-the-art performance in treatment planning. On the MU-Glioma-Post dataset, our approach outperforms recent MeWM by 12\%, and significantly surpasses all other medical-specific large language models.","Ding, Tianxingjian; Zou, Yuanhao; Chen, Chen; Shah, Mubarak; Tian, Yu",2025,2025-12-08,arXiv (Cornell University),10.48550/arxiv.2512.08029,2512.08029,https://doi.org/10.48550/arxiv.2512.08029,preprint,openalex,"""medical world model"";""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,Learns treatment-conditioned latent disease trajectories and simulates alternative oncology futures.,Treatment-planning and survival-prediction performance are evaluated in a closed simulation-to-decision framework.,Single identified arXiv preprint.,https://arxiv.org/pdf/2512.08029,include,include_empirical,Learns treatment- and time-conditioned latent disease trajectories and plans over imagined futures.,"Evaluates treatment planning, survival prediction, cross-dataset generalization, and decoded future-state fidelity.",Distinct CLARITY study; no duplicate record identified.,https://arxiv.org/abs/2512.08029,include,empirical,include_empirical,reviewer_consensus,A: The medical world model directly evaluates counterfactual disease trajectories and treatment planning. B: Both disease dynamics and long-horizon treatment planning are empirically evaluated.
