audit_id,stratum,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason
AUD-fddb36def947,medical_term_absent_random,Robust agents learn causal world models,"It has long been hypothesised that causal reasoning plays a fundamental role in robust and general intelligence. However, it is not known if agents must learn causal models in order to generalise to new domains, or if other inductive biases are sufficient. We answer this question, showing that any agent capable of satisfying a regret bound under a large set of distributional shifts must have learned an approximate causal model of the data generating process, which converges to the true causal model for optimal agents. We discuss the implications of this result for several research areas including transfer learning and causal inference.",Jonathan G. Richens; Tom Everitt,2024,2024-02-16,arXiv (Cornell University),10.48550/arxiv.2402.10877,2402.10877,http://arxiv.org/abs/2402.10877,preprint,['openalex'],"['""world model"" patient', '""world model"" physiology', '""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-aa7323c20f13,medical_term_absent_random,Learning to Allocate Incentives for Incentivized Advertising via Offline Model-Based Reinforcement Learning,"Complete your ad view and grab a 5-cent bonus! In incentivized advertising, a platform promises users a bonus before observing downstream ad revenue, encouraging them to click and complete ads. It must balance the incentive promised in advance against the revenue realized afterward: insufficient incentives forfeit monetization opportunities, whereas excessive incentives reduce net profit. Because current incentives may also shape user expectations and future engagement, incentive allocation is a sequential decision problem with delayed revenue, cost sensitivity, and carryover effects. Existing work has not studied decision-making algorithms for this setting. Auto-bidding assumes available ad opportunities, while targeted promotion optimizes incentives outside the ad monetization pipeline. We formulate the problem as an MDP and develop an offline model-based RL framework for cost-controllable sequential incentive allocation. It learns a world model of user feedback and ad revenue, then performs conservative policy optimization. An independent counterfactual scorer evaluates each learned policy on held-out logs, enabling pre-launch selection without costly online exposure. Experiments on large-scale industrial data and online A/B tests show that the scorer provides a stable offline signal. The deployment path from causal inference to offline RL and then Offline-MBRL further validates the framework: MB-IQL improves per-user net profit by 7.96\% over TD3+BC, whereas reverting to plain IQL reduces it by 6.56\% (both \(p<0.0001\)).",Zilin Zhao; Han Yang; Tianpei Yang; Fangsheng Huang; Yanfei Cui; Kan Peng; Yi Li; Yiming Zong; Hao Zhang; Yinsong Xue,2026,2026-08-28,arXiv (Cornell University),10.48550/arxiv.2608.28065,2608.28065,https://arxiv.org/abs/2608.28065,preprint,['openalex'],"['""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-ecac6039f42b,medical_term_absent_random,Thrifty World Models for Applying Machine Learning in the Design of Complex Biosocial–Technical Systems,"Interactions between human behavior, legal regulations, and monitoring technology in road traffic systems provide an everyday example of complex biosocial–technical systems. In this paper, a study is reported that investigated the potential for a thrifty world model to predict consequences from choices about road traffic system design. Colloquially, the term thrifty means economical. In physics, the term thrifty is related to the principle of least action. Predictions were made with algebraic machine learning, which combines predefined embeddings with ongoing learning from data. The thrifty world model comprises three categories that encompass a total of only eight system design choice options. Results indicate that the thrifty world model is sufficient to encompass biosocial–technical complexity in predictions of where and when it is most likely that accidents will occur. Overall, it is argued that thrifty world models can provide a practical alternative to large photo-realistic world models, which can contribute to explainable artificial intelligence (AI) and to frugal AI.",Stephen B. Fox; Vítor Fortes Rey,2025,2025-08-13,Machine Learning and Knowledge Extraction,10.3390/make7030083,,https://doi.org/10.3390/make7030083,article,['openalex'],"['""world model"" physiology']",open-access,medical-domain term absent from title and abstract
AUD-1ae32c7a891f,medical_term_absent_random,R-AIF: Solving Sparse-Reward Robotic Tasks from Pixels with Active Inference and World Models,"Although research has produced promising results demonstrating the utility of active inference (AIF) in Markov decision processes (MDPs), there is relatively less work that builds AIF models in the context of environments and problems that take the form of partially observable Markov decision processes (POMDPs). In POMDP scenarios, the agent must infer the unobserved environmental state from raw sensory observations, e.g., pixels in an image. Additionally, less work exists in examining the most difficult form of POMDP-centered control: continuous action space POMDPs under sparse reward signals. In this work, we address issues facing the AIF modeling paradigm by introducing novel prior preference learning techniques and self-revision schedules to help the agent excel in sparse-reward, continuous action, goal-based robotic control POMDP environments. Empirically, we show that our agents offer improved performance over state-of-the-art models in terms of cumulative rewards, relative stability, and success rate. The code in support of this work can be found at https://github.com/NACLab/robust-active-inference.",Viet Dung Nguyen; Zhizhuo Yang; Christopher L. Buckley; Alexander G. Ororbia,2024,2024-09-21,arXiv (Cornell University),10.48550/arxiv.2409.14216,2409.14216,http://arxiv.org/abs/2409.14216,preprint,['openalex'],"['""world model"" physiology']",open-access,medical-domain term absent from title and abstract
AUD-3547fef6e72d,medical_term_absent_random,Active Inference as a Model of Agency,"Is there a canonical way to think of agency beyond reward maximisation? In this paper, we show that any type of behaviour complying with physically sound assumptions about how macroscopic biological agents interact with the world canonically integrates exploration and exploitation in the sense of minimising risk and ambiguity about states of the world. This description, known as active inference, refines the free energy principle, a popular descriptive framework for action and perception originating in neuroscience. Active inference provides a normative Bayesian framework to simulate and model agency that is widely used in behavioural neuroscience, reinforcement learning (RL) and robotics. The usefulness of active inference for RL is three-fold. \emph{a}) Active inference provides a principled solution to the exploration-exploitation dilemma that usefully simulates biological agency. \emph{b}) It provides an explainable recipe to simulate behaviour, whence behaviour follows as an explainable mixture of exploration and exploitation under a generative world model, and all differences in behaviour are explicit in differences in world model. \emph{c}) This framework is universal in the sense that it is theoretically possible to rewrite any RL algorithm conforming to the descriptive assumptions of active inference as an active inference algorithm. Thus, active inference can be used as a tool to uncover and compare the commitments and assumptions of more specific models of agency.",Lancelot Da Costa; Samuel Tenka; Dominic Zhao; Noor Sajid,2024,2024-01-23,arXiv (Cornell University),10.48550/arxiv.2401.12917,2401.12917,http://arxiv.org/abs/2401.12917,preprint,['openalex'],"['""world model"" physiology']",open-access,medical-domain term absent from title and abstract
AUD-b2d23387165b,medical_term_absent_random,Inside insight: decoding how insight emerges from competing world models,"When and how does insight emerge? We conceptualize insight as a sudden realization arising from restructuring a world model: an internal interpretation linking actions to outcomes. Yet these latent dynamics remain difficult to access, even with behavior and verbal report. Here we developed inside insight dynamics (IID), a machine-learning framework that estimates latent world-model dynamics from behavioral data. Using IID, we analyzed mouse behavior in indirect- and direct-rule tasks, each requiring a shift from an initial world model to a rule-consistent representation. IID inferred the “when” of insight-like shifts by estimating the timing of transitions between competing world models, and examined the “how” by comparing alternative learning processes underlying them. This analysis revealed distinct mechanisms of world-model learning: the indirect- and direct-rule tasks were better explained by gated learning and parallel learning, respectively. Thus, IID opens a route to quantifying latent insight dynamics from observable behavior alone.","Inutsuka K, Nishioka T, Macpherson T, Fujiwara M, Hikida T, Naoki H.",2026,2026-05-26,,10.64898/2026.05.21.726889,,https://europepmc.org/article/PPR/PPR1239229,,['europe_pmc'],['europe_pmc_core'],indexed,medical-domain term absent from title and abstract
AUD-c90be500acba,medical_term_absent_random,Comparison of Graph-based Model Transformation Rules.,"With model transformations arising to primary development artifacts in Model-Driven Engineering, dedicated tools supporting transformation developers in the development and maintenance of model transformations are strongly required.In this paper, we address the versioning of model transformations, which essentially relies on a basic service for comparing different versions of model transformations, e.g., a local workspace version and the latest version of a repository.Focusing on rule-based model transformations based on graph transformation concepts, we propose to compare such transformation rules using a maximum common subgraph (MCS) algorithm as the underlying matching engine.Although the MCS problem is known as a non-polynomial optimization problem, our research hypothesis is that using an MCS algorithm as a basis for comparing graph-based transformation rules is feasible for real-world model transformations and increases the quality of comparison results compared to standard model comparison algorithms.Experimental results obtained on a benchmark set for model transformation confirm this hypothesis.",Alexander Schultheiß; Alexander Boll; Timo Kehrer,2020,2020-01-01,The Journal of Object Technology,10.5381/jot.2020.19.2.a3,,https://doi.org/10.5381/jot.2020.19.2.a3,article,['openalex'],"['""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-144e1a6e24b3,medical_term_absent_random,"What Makes a Virtual Cell a World Model? Three Gaps, Three Experiments, and a Roadmap","Abstract Virtual-cell research increasingly combines mechanistic simulators, single-cell foundation models, perturbation predictors, and multimodal integrators. Yet world-model terminology is often applied to systems that support substantially different capabilities. We introduce virtual cell world models (VCWMs) as a structured framework for evaluation rather than as settled nomenclature. The framework isolates three recurring gaps: representation is not dynamics, prediction is not intervention, and multimodality is not multiscale world modeling. Starting from a working definition of general world models, we formalize a VCWM as a maintained cellular state with biological and observational context, intervention-conditioned transition, and time-varying structure. We present three motivation experiments that provide empirical evidence for these gaps in current systems: foundation-model representations can improve present-state readouts without comparable future-fate signal; a perturbation predictor can forecast endpoints while failing state-space closure under iteration; and a multimodal model can learn cross-modal association without producing appreciable chromatin-to-RNA intervention effects. These results motivate three diagnostic axes—dynamics, intervention, and scale—each with its own L0–L3 capability ladder, and a staged roadmap from candidate VCWMs to multiscale, interactive systems.","Yu C, Zhou J, Tan C, Li SZ, Liu X, Zhang X, Zhang Z, Lei Z, Wang Z.",2026,2026-07-21,Research Square,10.21203/rs.3.rs-10404367/v1,,https://europepmc.org/article/PPR/PPR1282602,preprint,"['europe_pmc', 'openalex']","['""world model"" treatment', 'europe_pmc_core']",indexed,medical-domain term absent from title and abstract
AUD-ab23b3ce8560,medical_term_absent_random,Exploring Interdisciplinary Relationships Among King Abdulaziz University Departments via ResearchGate: Network Analysis and Visualizations,"Because all disciplines are connected, interdisciplinary studies are one of the most significant discussions in the education sector. It involves the merging of two or more academic disciplines into one activity. The aim of this research paper is to explore the relationship of interdisciplinary research and network among all departments at King Abdulaziz University (KAU) in ResearchGate (RG) by using the statistical network analysis of undirected social networks. In our academic network, the departments of the university represent the vertices and their academic relationships. We will detect the communities between the departments in RG network by using statistical analysis of the network for each community. Finally, we will compare the academic social network at KAU to some random graph models, and investigate some random graph characteristics, such as power-law, small-world, and scale-free models. In our research, we found that the Department of Chemistry has the highest degree for the academic social network at KAU in RG, and the highest eigenvector centrality as well. In terms of vertex centrality, the Department of Electrical and Computer Engineering has the highest value in closeness and betweenness centrality. Also, we found that the most two connected departments are the Department of Computer Science and Department of Physics through the edge weight equals 248. By using community detection, we found there are seven communities. We conclude that the degree distribution of the academic social network of KAU in RG is different from the degree distribution of random graph models, but it is slightly close to small world model. This study , in turn, can participate to achieve one of the goals of Vision 2030 by shedding some light into how to improve research networks in the education sector and research among Saudi universities.",Hanan M. Baaqeel; Sara F. Aloufi; Tariq Elyas,2020,2020-08-04,Journal of Management and Strategy,10.5430/jms.v11n3p55,,https://doi.org/10.5430/jms.v11n3p55,article,['openalex'],"['""world model"" medicine']",open-access,medical-domain term absent from title and abstract
AUD-e2dc30000286,medical_term_absent_random,"From Res Cogitans to Digital Twins: Large Language Models, Large World Models, and the Illusion of Consciousness in the Brazilian Jiu-Jitsu Singularity",,Enrique Díaz Cantón; Ignacio Casarini; Matías Díaz Cantón,2026,2026-02-25,Iberoamerican Journal of Medicine,10.53986/ibjm.2026.0006,,https://doi.org/10.53986/ibjm.2026.0006,article,['openalex'],"['""world model"" medicine']",open-access,medical-domain term absent from title and abstract
AUD-df558f63a5f3,medical_term_absent_random,INTERNATIONAL EXPERIENCE OF THE UNIVERSITIES OF THE THIRD AGE: CODE FOR SUCCESS,"Abstract. The Universities of the Third Age (U3As) are learning institutions, leisure, cultural and social centers. They are aimed at encouraging the elderly to active life style by involving them in communication and organization of leisure, development of new abilities or skills improvement, sharing life experience and studying. The interpretation of the notion ‘the third age’ is presented in the article. We have also defined social benefits of the U3As as well as their role in creation of favourable settings for seniors. The main world models of the U3As differ in the arrangement of activities, aims and types of the learning programs, methods of training and forms of education, the role of the elderly in their organization, as well as cooperation with traditional universities. The models of the U3As all over the world have been defined, i.e. British model – for using the concept of self-financing, self-assistance, self-arrangement and shared learning of the U3As; French model – for using the concept of close cooperation of the U3As with the traditional universities; South American model is very similar to the French model and involves different learning programs for vulnerable and disadvantaged groups of people in the society as well as seniors; French-Speaking North American model – applies lectures by teachers and professors of traditional universities although the students constantly take part in the U3As administration; and Chinese model that works for saving and improvement of the society, philosophical reflection and cultural consolidation, as well as natural harmony maintaining.",Anastasiia Bohutska,2021,2021-07-31,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.5150661,,https://zenodo.org/record/5150661,article,['openalex'],"['""world model"" medicine']",open-access,medical-domain term absent from title and abstract
AUD-c9a06e286392,medical_term_absent_random,Causal Cartographer: From Mapping to Reasoning Over Counterfactual Worlds,"Causal world models are systems that can answer counterfactual questions about an environment of interest, i.e. predict how it would have evolved if an arbitrary subset of events had been realized differently. It requires understanding the underlying causes behind chains of events and conducting causal inference for arbitrary unseen distributions. So far, this task eludes foundation models, notably large language models (LLMs), which do not have demonstrated causal reasoning capabilities beyond the memorization of existing causal relationships. Furthermore, evaluating counterfactuals in real-world applications is challenging since only the factual world is observed, limiting evaluation to synthetic datasets. We address these problems by explicitly extracting and modeling causal relationships and propose the Causal Cartographer framework. First, we introduce a graph retrieval-augmented generation agent tasked to retrieve causal relationships from data. This approach allows us to construct a large network of real-world causal relationships that can serve as a repository of causal knowledge and build real-world counterfactuals. In addition, we create a counterfactual reasoning agent constrained by causal relationships to perform reliable step-by-step causal inference. We show that our approach can extract causal knowledge and improve the robustness of LLMs for causal reasoning tasks while reducing inference costs and spurious correlations.",G. Gendron; Jože M. Rožanec; Michael Witbrock; Gillian Dobbie,2025,2025-05-20,arXiv (Cornell University),10.48550/arxiv.2505.14396,2505.14396,http://arxiv.org/abs/2505.14396,preprint,['openalex'],"['""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-429ced15b8c2,medical_term_absent_random,World Models for Autonomous Driving: An Initial Survey,"In the rapidly evolving landscape of autonomous driving, the capability to accurately predict future events and assess their implications is paramount for both safety and efficiency, critically aiding the decision-making process. World models have emerged as a transformative approach, enabling autonomous driving systems to synthesize and interpret vast amounts of sensor data, thereby predicting potential future scenarios and compensating for information gaps. This paper provides an initial review of the current state and prospective advancements of world models in autonomous driving, spanning their theoretical underpinnings, practical applications, and the ongoing research efforts aimed at overcoming existing limitations. Highlighting the significant role of world models in advancing autonomous driving technologies, this survey aspires to serve as a foundational reference for the research community, facilitating swift access to and comprehension of this burgeoning field, and inspiring continued innovation and exploration.","Yanchen Guan; Haicheng Liao; Zhenning Li; Hu, Jia; Yuan, Runze; Li, Yunjian; Zhang, Guohui; Xu, Chengzhong",2024,2024-03-05,arXiv (Cornell University),10.48550/arxiv.2403.02622,2403.02622,http://arxiv.org/abs/2403.02622,preprint,['openalex'],"['""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-108a22871dcf,medical_term_absent_random,Subspace-Decomposed JEPAs: Disentangling Progression and Content in Latent World Models,"Joint-Embedding Predictive Architectures (JEPAs) learn compact latent world models by predicting future embeddings, but no single coordinate of the latent is designated to encode task progression. We carve the JEPA latent into two orthogonal subspaces with disjoint roles: a low-dimensional progression subspace shaped by a cosine-margin triplet loss, and a high-dimensional content subspace regularised by the existing SIGReg objective of LeWM. We prove that the two anti-collapse forces act on disjoint coordinates, so they compose additively rather than competing on the same dimensions. Our method, SD-JEPA improves over the LeWM baseline on the majority of its control benchmarks at matched compute, and outperforms the strongest non-LeWM JEPA baseline on Push-T; a subspace-ablation falsifier confirms the split is the load-bearing ingredient. Beyond planning, the resulting 1-D angular progression coordinate functions as a scene-aware compass on the latent. It advances with task progress, regresses when the agent backtracks, and under controlled perturbations both spikes and relocalises to a semantically appropriate new task-phase sector, separating the moment of surprise from its meaning in a way that prediction-error scalars cannot. Three quantitative tests back this up: $|Δθ_t|$ outperforms the standard latent-prediction-error surprise at localising semantic events on 40 held-out cube episodes by up to +0.18 pooled AUROC (97.5% per-episode win rate at $\pm 1$-step tolerance); a within-episode linear probe across all four environments (40 episodes per env) shows the 8-dimensional progression subspace (4.2% of the latent) explains 72-95% of task-progress variance..",Lucas Thil; Jesse Read; Rim Kaddah; Guillaume Doquet,2026,2026-05-29,arXiv (Cornell University),,2605.31111,https://arxiv.org/abs/2605.31111,preprint,['openalex'],"['""world model"" physiology']",open-access,medical-domain term absent from title and abstract
AUD-920cf6e7f928,medical_term_absent_random,Endogenizing Politics – The GLOBUS World Model,"The WORLD3 world model, which served as the basis for The Club of Rome report The Limits to Growth (1972), was criticized, among other things, for not being able to simulate social interactions. In order to remedy this shortcoming, a research group led by Karl Deutsch at the Berlin Science Center developed a far more comprehensive model between 1979 and 1988 entitled GLOBUS, which was supposed to be able to include political developments in the calculation. This article aims to explain the hopes that were attached to the creation of a further world model and the means by which attempts were made to assert its results. To this end, three genealogical lines of the model -I. as part of the world modeling community, II. as part of quantitative international relations research, III. as part of Karl Deutsch's cybernetic-political science research- will be presented. The data basis and the functioning of GLOBUS are then described. Finally, section VI is devoted to the research group's efforts to make the model ""effective"".",Markus Ramsauer,2024,2024,MDPI AG,10.20944/preprints202402.0100.v1,,https://doi.org/10.20944/preprints202402.0100.v1,posted-content,['crossref'],"['""clinical world model""', '""world model"" clinical', '""world model"" medicine', '""world model"" treatment']",registered,medical-domain term absent from title and abstract
AUD-10b87589899a,medical_term_absent_random,Silent Failures in Physical AI: A Literature Review of Runtime Action Authorization for Autonomous Systems,"Physical AI systems increasingly map multimodal observations, language instructions, and learned world representations into physically consequential actions. Robotics foundation models, vision-language-action models, and world - model -based autonomous systems can condition decisions that move vehicles, robots, drones, and industrial machines. This transition exposes a safety problem that is not fully captured by conventional AI content moderation or by classical robot safety alone: a black-box model may issue a physically consequential action while appearing confident, plausible, and semantically aligned. The resulting failure can be silent, arising from sensor drift, occlusion, state-estimation error, distribution shift, hallucinated affordances, or invalid physical assumptions before downstream hardware controllers detect a violation. Across embodied foundation models, world models , robotics simulation, embodied safety benchmarks, safe control, runtime assurance, uncertainty estimation, verification, and guardrail evaluation, model capability and safety mechanisms have advanced along largely separate technical tracks. A recurring gap synthesized here is that no single stream surveyed in this review supplies a complete runtime authorization boundary between black-box Physical AI models and physical execution. The resulting analysis develops a bounded problem formulation, a definition of silent physical-action failure, a taxonomy of runtime guardrail functions, and evaluation requirements for comparing guardrails as Physical AI assurance mechanisms.",Barak Or,2026,2026-05-23,arXiv (Cornell University),10.48550/arxiv.2606.00090,2606.00090,https://arxiv.org/abs/2606.00090,preprint,"['arxiv', 'openalex']","['""world model"" treatment', 'arxiv_html_fallback']",open-access,medical-domain term absent from title and abstract
AUD-581a4ca6da92,medical_term_absent_random,Human–Artificial Intelligence Systems: How Human Survival First Principles Influence Machine Learning World Models,"World models is a construct that is used to represent internal models of the world. It is an important construct for human-artificial intelligence systems, because both natural and artificial agents can have world models. The term, natural agents, encompasses individual people and human organizations. Many human organizations apply artificial agents that include machine learning. In this paper, it is explained how human survival first principles of interactions between energy and entropy influence organization’s world models, and hence their implementations of machine learning. First, the world models construct is related to human organizations. This is done in terms of the construct’s origins in psychology theory-building during the 1930s through its applications in systems science during the 1970s to its recent applications in computational neuroscience. Second, it is explained how human survival first principles of interactions between energy and entropy influence organizational world models. Third, a practical example is provided of how survival first principles lead to opposing organizational world models. Fourth, it is explained how opposing organizational world models can constrain applications of machine learning. Overall, the paper highlights the influence of interactions between energy and entropy on organizations’ applications of machine learning. In doing so, profound challenges are revealed for human-artificial intelligence systems.",Stephen Fox,2022,2022-12-17,Systems,10.3390/systems10060260,,https://doi.org/10.3390/systems10060260,article,['openalex'],"['""world model"" physiology']",open-access,medical-domain term absent from title and abstract
AUD-f02e4bfec298,medical_term_absent_random,A Comparative Study of Situation Awareness-Based Decision-Making Model Reinforcement Learning Adaptive Automation in Evolving Conditions,"Situation-awareness-based decision-making (SABDM) models constructed using cognitive maps and goal-direct task analysis techniques have been successfully used in decision support systems in safety-critical and mission-critical environments such as air traffic control and electrical energy distribution. Reinforcement learning (RL) and other machine learning techniques are used to automate situational awareness mental model parameter adjustments, reducing the expert work on the initial configuration and long-term maintenance without affecting the mental model’s structure and maintaining the situation-awareness-based decision-making model’s cognitive and explainability characteristics. Real-world models should evolve to cope with changes in the environmental conditions. This study evaluates the application of reinforcement learning as an online adaptive technique to adjust the situational-awareness mental model’s parameters under evolving conditions. We conducted evaluation experiments using real-world public datasets to compare the performance of the SABDM model with that of the reinforcement learning adaptation technique (SABDM/RL) and other adaptive machine learning methods under distinct concept drift evolving conditions. We measured the techniques’ overall and dynamic performance to understand how well they adapt to evolving environmental conditions. The experiments show that SABDM/RL performs similarly to modern online adaptive machine learning classification methods with the support of concept drift detection techniques while maintaining the mental model strength of the situation awareness-based systems.",Renato Duarte Costa; Celso Massaki Hirata; Victor Ulisses Pugliese,2023,2023-01-01,IEEE Access,10.1109/access.2023.3245055,,https://doi.org/10.1109/access.2023.3245055,article,['openalex'],"['""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-1d5e71c89b6c,medical_term_absent_random,"The End of ‘Heavenly Writing’, or: Speech of the Dead Christ down from the Universe That There Is No God (1796)","Jean Paul Richter’s Speech of the Dead Christ (1796) can be read as a literary thought experiment and metapoetic reflection on Enlightenment cosmology and its shifting conceptual metaphors. In close formal-aesthetic relation to one of the most influential early modern fictions of the Copernican cosmos, Johannes Kepler’s Somnium, Richter’s dream narrative reveals the contingent downside of the harmonious world model and its nihilistic consequences on at least three levels: Cosmologically, the Speech marks the decline of the metaphor of the ‘readability’ of the world around 1800, concerning anthropology, it shows man thrown back on himself in an infinite, empty, and chaotic cosmos. Contrary to these impositions, as an artist, man again experiences a greater degree of freedom, since, poetologically, he now conceives of himself as a creator of possible worlds, beyond the idea of mimesis.",Reto Rössler,2024,2024-12-16,,10.1515/9783111610863-011,,https://doi.org/10.1515/9783111610863-011,book-chapter,['openalex'],"['""world model"" physiology']",open-access,medical-domain term absent from title and abstract
AUD-df915604bded,medical_term_absent_random,Pre-training Contextualized World Models with In-the-wild Videos for Reinforcement Learning,"Unsupervised pre-training methods utilizing large and diverse datasets have achieved tremendous success across a range of domains. Recent work has investigated such unsupervised pre-training methods for model-based reinforcement learning (MBRL) but is limited to domain-specific or simulated data. In this paper, we study the problem of pre-training world models with abundant in-the-wild videos for efficient learning of downstream visual control tasks. However, in-the-wild videos are complicated with various contextual factors, such as intricate backgrounds and textured appearance, which precludes a world model from extracting shared world knowledge to generalize better. To tackle this issue, we introduce Contextualized World Models (ContextWM) that explicitly separate context and dynamics modeling to overcome the complexity and diversity of in-the-wild videos and facilitate knowledge transfer between distinct scenes. Specifically, a contextualized extension of the latent dynamics model is elaborately realized by incorporating a context encoder to retain contextual information and empower the image decoder, which encourages the latent dynamics model to concentrate on essential temporal variations. Our experiments show that in-the-wild video pre-training equipped with ContextWM can significantly improve the sample efficiency of MBRL in various domains, including robotic manipulation, locomotion, and autonomous driving. Code is available at this repository: https://github.com/thuml/ContextWM.",Jialong Wu; Haoyu Ma; Chaoyi Deng; Mingsheng Long,2023,2023-05-29,arXiv (Cornell University),10.48550/arxiv.2305.18499,2305.18499,http://arxiv.org/abs/2305.18499,preprint,['openalex'],"['""world model"" physiology']",open-access,medical-domain term absent from title and abstract
AUD-820e55433d4d,medical_term_absent_random,Causal-rCM: A Unified Teacher-Forcing and Self-Forcing Open Recipe for Autoregressive Diffusion Distillation in Streaming Video Generation and Interactive World Models,"Autoregressive video diffusion with causal diffusion transformers has emerged as a major paradigm for real-time streaming video generation and action-conditioned interactive world models. In this work, we extend rCM, an advanced diffusion distillation framework, to autoregressive video diffusion. The core philosophy of rCM lies in the complementarity between forward and reverse divergences, represented by consistency models (CMs) and distribution matching distillation (DMD), respectively, in diffusion distillation. This philosophy naturally carries over to the autoregressive setting, where teacher-forcing (TF) provides an offline, forward-divergence causal training paradigm, while self-forcing (SF) corresponds to an on-policy, reverse-divergence refinement. Our contributions are: (1) through extensive experiments, we show that teacher-forcing CM is currently the best complement to self-forcing DMD as an initialization strategy (2) we present the first implementation of teacher-forcing-based continuous-time CMs (e.g., sCM/MeanFlow) for autoregressive video diffusion, enabled by our custom-mask FlashAttention-2 JVP kernel, achieving 10$\times$ faster convergence compared to discrete-time CMs (dCMs) (3) we introduce Causal-rCM, a leading, unified, and scalable algorithm-infrastructure open recipe for diffusion distillation and causal training (4) we achieve state-of-the-art streaming video generation performance in both frame-wise and chunk-wise settings, using only synthetic data for training. Notably, our distilled 2-step causal Wan2.1-1.3B model achieves a VBench-T2V score of 84.63 with only 1 or 2 sampling steps. We further apply Causal-rCM to Cosmos 3, an advanced omnimodal world foundation model for physical AI with action-conditioned generation capability, enabling an interactive world model.",Kaiwen Zheng; Guande He; Min Zhao; Jintao Zhang; Huayu Chen; Jianfei Chen; C Y Lin; M Y Liu; Jun Zhu; Q L,2026,2026-06-24,arXiv (Cornell University),,2606.25473,https://arxiv.org/abs/2606.25473,preprint,['openalex'],"['""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-df241a0f5983,medical_term_absent_random,Active inference and artificial reasoning,"Abstract This paper considers the sampling of outcomes that provide the greatest amount of information about the structure of underlying world models. This generalisation furnishes a principled approach to structure learning, and specifically rule discovery, under a plausible set of generative models or hypotheses. In active inference, policies—i.e., combinations of actions—are selected based on their expected free energy, which comprises expected information gain and value. Information gain corresponds to the Kullback-Leibler divergence between predictive posteriors with, and without, the consequences of action. Posteriors over models can be evaluated quickly and efficiently using Bayesian Model Reduction, based upon accumulated posterior beliefs about model parameters. The ensuing information gain can then be used to select actions that disambiguate among alternative models, in the spirit of optimal experimental design. We illustrate this kind of active selection or reasoning using partially observed discrete models; namely, a three-ball paradigm used previously to describe artificial insight and aha moments via (synthetic) introspection or sleep. We focus on the sample efficiency afforded by seeking outcomes that resolve the greatest uncertainty about the world model, under which outcomes are generated.",Karl J. Friston; Lancelot Da Costa; Alexander Tschantz; Conor Heins; Christopher Buckley; Tim Verbelen; Thomas Parr,2025,2025-12-24,arXiv (Cornell University),10.1038/s41467-026-77209-5,2512.21129,http://arxiv.org/abs/2512.21129,preprint,['openalex'],"['""world model"" clinical', '""world model"" patient', '""world model"" physiology', '""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-1cf85149dc57,medical_term_absent_random,How Well Do Latent World Models Understand Partially Observable Safety Constraints?,"Latent world models are a promising approach for learning state representations and dynamics directly from high-dimensional observations, enabling robot control in hard-to-model settings. However, control performance ultimately depends on the latent representation encoding the required information for the task. In this work, we study latent-space safe control problems and show how partial observability can induce control failures when safety-relevant information is not preserved in the latent state. Specifically, we identify two world model failure modes: estimation gaps, where current observations do not reveal safety-critical quantities (e.g., temperature in a cooking task), and prediction gaps, where failures are observable once they occur but cannot be reliably anticipated from available observations. We introduce two diagnostics for these gaps: a mutual-information-based measure of safety observability and a rollout-based measure of future safety predictability. Finally, we present mitigation strategies for each failure mode: privileged multimodal supervision for estimation gaps and conformal risk calibration for prediction gaps. Across two hardware case studies -- using unimodal RGB world models and multimodal RGB+Tactile and RGB+Thermal variants -- we show that these mitigation strategies improve the safety of a Franka Research 3 manipulator on challenging cooking tasks under partial observability, albeit with increased conservativeness. More broadly, our work raises the question of when world model state representations are sufficient for reliable robot control",M Kim; Kensuke Nakamura; Andrea Bajcsy,2025,2025-10-07,arXiv (Cornell University),10.48550/arxiv.2510.06492,2510.06492,https://arxiv.org/abs/2510.06492,preprint,['openalex'],"['""world model"" medicine']",open-access,medical-domain term absent from title and abstract
