audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason
AUD-f39d99e6da3d,primary_phrase_filter_residual,Approximate planning in spatial search.,"How people plan is an active area of research in cognitive science, neuroscience, and artificial intelligence. However, tasks traditionally used to study planning in the laboratory tend to be constrained to artificial environments, such as Chess and bandit problems. To date there is still no agreed-on model of how people plan in realistic contexts, such as navigation and search, where values intuitively derive from interactions between perception and cognition. To address this gap and move towards a more naturalistic study of planning, we present a novel spatial Maze Search Task (MST) where the costs and rewards are physically situated as distances and locations. We used this task in two behavioral experiments to evaluate and contrast multiple distinct computational models of planning, including optimal expected utility planning, several one-step heuristics inspired by studies of information search, and a family of planners that deviate from optimal planning, in which action values are estimated by the interactions between perception and cognition. We found that people's deviations from optimal expected utility are best explained by planners with a limited horizon, however our results do not exclude the possibility that in human planning action values may be also affected by cognitive mechanisms of numerosity and probability perception. This result makes a novel theoretical contribution in showing that limited planning horizon generalizes to spatial planning, and demonstrates the value of our multi-model approach for understanding cognition.","Kryven M, Yu S, Kleiman-Weiner M, Ullman T, Tenenbaum J.",2024,2024-11-12,,10.1371/journal.pcbi.1012582,,https://europepmc.org/article/MED/39531486,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-dfc613e49468,primary_phrase_filter_residual,"Are Language Models More Like Libraries or Like Librarians? Bibliotechnism, the Novel Reference Problem, and the Attitudes of LLMs","Are LLMs cultural technologies like photocopiers or printing presses, which transmit information but cannot create new content? A challenge for this idea, which we call bibliotechnism, is that LLMs generate novel text. We begin with a defense of bibliotechnism, showing how even novel text may inherit its meaning from original human-generated text. We then argue that bibliotechnism faces an independent challenge from examples in which LLMs generate novel reference, using new names to refer to new entities. Such examples could be explained if LLMs were not cultural technologies but had beliefs, desires, and intentions. According to interpretationism in the philosophy of mind, a system has such attitudes if and only if its behavior is well explained by the hypothesis that it does. Interpretationists may hold that LLMs have attitudes, and thus have a simple solution to the novel reference problem. We emphasize, however, that interpretationism is compatible with very simple creatures having attitudes and differs sharply from views that presuppose these attitudes require consciousness, sentience, or intelligence (topics about which we make no claims).",Harvey Lederman; Kyle Mahowald,2024,2024-01-10,arXiv (Cornell University),10.48550/arxiv.2401.04854,2401.04854,http://arxiv.org/abs/2401.04854,preprint,['openalex'],"['""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-83ed3feaf62b,primary_phrase_filter_residual,Are LLMs Effective Negotiators? Systematic Evaluation of the Multifaceted Capabilities of LLMs in Negotiation Dialogues,"A successful negotiation requires a range of capabilities, including comprehension of the conversation context, Theory-of-Mind (ToM) skills to infer the partner's motives, strategic reasoning, and effective communication, making it challenging for automated systems.Despite the remarkable performance of LLMs in various NLP tasks, there is no systematic evaluation of their capabilities in negotiation.Such an evaluation is critical for advancing AI negotiation agents and negotiation research, ranging from designing dialogue systems to providing pedagogical feedback and scaling up data collection practices.This work aims to systematically analyze the multifaceted capabilities of LLMs across diverse dialogue scenarios throughout the stages of a typical negotiation interaction.Our analysis highlights GPT-4's superior performance in many tasks while identifying specific challenges, such as making subjective assessments and generating contextually appropriate, strategically advantageous responses.The code is available at https://github.com/DSincerity/SysEval- NegoLLMs",Deuksin Kwon; Emily Weiss; Tara Kulshrestha; Kushal Chawla; Gale Lucas; Jonathan Gratch,2024,2024-01-01,,10.18653/v1/2024.findings-emnlp.310,,https://doi.org/10.18653/v1/2024.findings-emnlp.310,conference-paper,['openalex'],"['""world model"" medicine']",open-access,world-model phrase absent from title and abstract
AUD-90fedc13dcf5,primary_phrase_filter_residual,Armenia Primary Healthcare Assessment Report: Strengthening Primary Healthcare,,,2024,2024,"Washington, DC: World Bank",10.1596/42479,,https://doi.org/10.1596/42479,book,['crossref'],"['""healthcare world model""']",registered,world-model phrase absent from title and abstract
AUD-af58e2fd2de6,primary_phrase_filter_residual,Artificial Intelligence for Biomedical Video Generation,"As a prominent subfield of Artificial Intelligence Generated Content (AIGC), video generation has achieved notable advancements in recent years. The introduction of Sora-alike models represents a pivotal breakthrough in video generation technologies, significantly enhancing the quality of synthesized videos. Particularly in the realm of biomedicine, video generation technology has shown immense potential such as medical concept explanation, disease simulation, and biomedical data augmentation. In this article, we thoroughly examine the latest developments in video generation models and explore their applications, challenges, and future opportunities in the biomedical sector. We have conducted an extensive review and compiled a comprehensive list of datasets from various sources to facilitate the development and evaluation of video generative models in biomedicine. Given the rapid progress in this field, we have also created a github repository to regularly update the advances of biomedical video generation at: https://github.com/Lee728243228/Biomedical-Video-Generation","Linyuan Li; Jianing Qiu; Saha, Anujit; Lin Li; P. L. Li; Mengxian He; Ziyu Guo; Yuan Wu",2024,2024-11-12,arXiv (Cornell University),10.48550/arxiv.2411.07619,2411.07619,http://arxiv.org/abs/2411.07619,preprint,['openalex'],"['""world model"" echocardiography']",open-access,world-model phrase absent from title and abstract
AUD-d493959feadb,primary_phrase_filter_residual,"Artificial Intelligence in Pediatric Emergency Medicine: Applications, Challenges, and Future Perspectives","The dawn of Artificial intelligence (AI) in healthcare stands as a milestone in medical innovation. Different medical fields are heavily involved, and pediatric emergency medicine is no exception. We conducted a narrative review structured in two parts. The first part explores the theoretical principles of AI, providing all the necessary background to feel confident with these new state-of-the-art tools. The second part presents an informative analysis of AI models in pediatric emergencies. We examined PubMed and Cochrane Library from inception up to April 2024. Key applications include triage optimization, predictive models for traumatic brain injury assessment, and computerized sepsis prediction systems. In each of these domains, AI models outperformed standard methods. The main barriers to a widespread adoption include technological challenges, but also ethical issues, age-related differences in data interpretation, and the paucity of comprehensive datasets in the pediatric context. Future feasible research directions should address the validation of models through prospective datasets with more numerous sample sizes of patients. Furthermore, our analysis shows that it is essential to tailor AI algorithms to specific medical needs. This requires a close partnership between clinicians and developers. Building a shared knowledge platform is therefore a key step.",Lorenzo Di Sarno; Anya Caroselli; Giovanna Tonin; Benedetta Graglia; Valeria Pansini; Francesco Andrea Causio; Antonio Gatto; Antonio Chiaretti,2024,2024-05-30,Biomedicines,10.3390/biomedicines12061220,,https://doi.org/10.3390/biomedicines12061220,article,['openalex'],"['""world model"" EHR', '""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" physiology', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-38e8d4777e75,primary_phrase_filter_residual,"Artificial intelligence powered Metaverse: analysis, challenges and future perspectives","Abstract The Metaverse, a virtual reality (VR) space where users can interact with each other and digital objects, is rapidly becoming a reality. As this new world evolves, Artificial Intelligence (AI) is playing an increasingly important role in shaping its development. Integrating AI with emerging technologies in the Metaverse creates new possibilities for immersive experiences that were previously impossible. This paper explores how AI is integrated with technologies such as the Internet of Things, blockchain, Natural Language Processing, virtual reality, Augmented Reality, Mixed Reality, and Extended Reality. One potential benefit of using AI in the Metaverse is the ability to create personalized experiences for individual users, based on their behavior and preferences. Another potential benefit of using AI in the Metaverse is the ability to automate repetitive tasks, freeing up time and resources for more complex and creative endeavors. However, there are also challenges associated with using AI in the Metaverse, such as ensuring user privacy and addressing issues of bias and discrimination. By examining the potential benefits and challenges of using AI in the Metaverse, including ethical considerations, we can better prepare for this exciting new era of VR. This paper presents a comprehensive survey of AI and its integration with other emerging technologies in the Metaverse, as the Metaverse continues to evolve and grow, it will be important for developers and researchers to stay up to date with the latest developments in AI and emerging technologies to fully leverage their potential.",Mona Soliman; Eman Ahmed; Ashraf Darwish; Aboul Ella Hassanien,2024,2024-02-05,Artificial Intelligence Review,10.1007/s10462-023-10641-x,,https://doi.org/10.1007/s10462-023-10641-x,article,['openalex'],"['""world model"" clinical', '""world model"" medicine', '""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-74d1c3c1ba9d,primary_phrase_filter_residual,Artificial intelligence-based model for dose prediction of sertraline in adolescents: a real-world study,,Ran Fu; Ze Yu; Chunhua Zhou; Jinyuan Zhang; Fei Gao; Donghan Wang; Xin Hao; Xiaolu Pang; Jing Yu,2024,2024,Expert Review of Clinical Pharmacology,10.1080/17512433.2024.2304009,,https://doi.org/10.1080/17512433.2024.2304009,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract
AUD-c13515eb3403,primary_phrase_filter_residual,"As a novel prognostic model for breast cancer, the identification and validation of telomere-related long noncoding RNA signatures",,Wei Zhao; Beibei Li; Mingxiang Zhang; Peiyao Zhou; Yongyun Zhu,2024,2024,World Journal of Surgical Oncology,10.1186/s12957-024-03514-2,,https://doi.org/10.1186/s12957-024-03514-2,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract
AUD-2758120db16a,primary_phrase_filter_residual,ASCO HIT/EHR Symposium,,,2024,2024,ASCO Connection Post DOs Group,10.1200/acon.11.00218,,https://doi.org/10.1200/acon.11.00218,dataset,['crossref'],"['""world model"" EHR']",registered,world-model phrase absent from title and abstract
AUD-587492d2355f,primary_phrase_filter_residual,ASCO HIT/EHR Symposium Day 2,,,2024,2024,ASCO Connection Post DOs Group,10.1200/acon.11.00221,,https://doi.org/10.1200/acon.11.00221,dataset,['crossref'],"['""world model"" EHR']",registered,world-model phrase absent from title and abstract
AUD-7704c1af8fb7,primary_phrase_filter_residual,ASCO Pursues EHR Interoperability Standards for Treatment Summaries,,,2024,2024,ASCO Connection Post DOs Group,10.1200/acon.12.00240,,https://doi.org/10.1200/acon.12.00240,dataset,['crossref'],"['""world model"" EHR']",registered,world-model phrase absent from title and abstract
AUD-6d7adbcbee37,primary_phrase_filter_residual,"Assessing Child Health Disparities: Evidence from a Household-Based Health Index in Punjab, Pakistan","Abstract Around the world, undernutrition causes more than half of all deaths in children under 5 years of age. It also increases children's vulnerability to common diseases, impairs recovery, and stunts their physical and mental development. This paper investigates the state of child health and the assessment of health inequalities in children under 5 years, utilising Multiple Indicators Cluster Surveys across 36 districts in Punjab, Pakistan. We suggest a new household-based health index to identify health disparities and to help policymakers implement more successful domestic policies to offset inequalities. Additionally, this study estimates the health disparities for robustness checks applying the Palma ratio and Gini coefficient. The study's findings revealed that every second child in Punjab is malnourished and that 51% of children in Punjab had not received all of their recommended vaccinations. The results also show that health disparities in low-income districts are worse than in high-income districts. The findings further demonstrate that important contributors to health disparities include parental illiteracy, poverty, and political backwardness. This study recommends a multifaceted policy intervention to address child immunization, undernutrition, and infectious disease legislation, as well as income inequality, to reduce health disparities.",Tanveer Ahmed Naveed; Imran Hussain Shah,2024,2024-02-29,Child Indicators Research,10.1007/s12187-024-10103-y,,https://doi.org/10.1007/s12187-024-10103-y,article,['openalex'],"['""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-14ae7442981d,primary_phrase_filter_residual,Assessing early left ventricular remodeling in pediatric hypertension: A study using transthoracic echocardiography combined with two‐dimensional speckle tracking echocardiography in an immature rabbit model,"Abstract This study explored the value of routine transthoracic echocardiography (TTE) combined with two‐dimensional speckle tracking echocardiography (2D‐STE) for the early evaluation of left ventricular remodeling in the hypertensive immature rabbit model. Twenty‐seven New Zealand white rabbits were divided into Group A (sham‐operated group), Group B (mild group), and Group C (severe group), with 9 rabbits per group. The hypertension model was constructed using the “two kidneys one clip” method. Changes in left ventricular function and the degree of left ventricular wall thickening were observed by TTE at 1, 4, and 8 weeks after modeling. The global longitudinal strain (GLS‐AVG, GLS‐A4C, GLS‐A2C, and GLS‐LAX) of the left ventricle (LV) and the longitudinal strain (LS) of the 18 segments of left ventricular myocardium were analyzed using 2D‐STE. Concurrently, LV myocardial tissue was sampled for HE staining and Masson staining. Receiver operating characteristic (ROC) curves were plotted to evaluate the accuracy of 2D‐STE parameters in predicting myocardial fibrosis. The model group exhibited varying degrees of left ventricular remodeling. GLS‐A4C, GLS‐A2C, GLS‐LAX, and GLS‐AVG in the model group increased at 1 week after modeling ( P P",Lingxin Feng; Xu Zhu; Xiaojuan Ji; Huiru Zhu; Tingting Ran; Haiyan Yang,2024,2024,Pediatric Discovery,10.1002/pdi3.92,,https://doi.org/10.1002/pdi3.92,journal-article,['crossref'],"['""world model"" echocardiography']",registered,world-model phrase absent from title and abstract
AUD-6cd8485aebbc,primary_phrase_filter_residual,Assessment of Health-Oriented Layout and Perceived Density in High-Density Public Residential Areas: A Case Study of Shenzhen,"Rapid urbanization has intensified public housing development and building density, posing significant challenges to residents’ well-being and urban sustainability. With the population of the Greater Bay Area on the rise, enhancing the spatial quality of public housing is now essential. The study proposed a quantitative framework to evaluate the relationship between the residential design elements and perceived density in high-density public housing neighborhoods. It employed a virtual reality perception experiment to analyze the relationship between significant spatial indicators and perceived density by investigating 16 high-density residential layout models in 3 configurations: Tower-Enclosed, Balanced Slab-Enclosed, and Staggered Slab-Enclosed. The results indicate that: (1) greater building height intensifies perceived density, leading to sensations of overcrowding and discomfort; (2) an increased sky ratio mitigates perceived density, fostering a more open and pleasant environment; (3) recessed residential facades enhance residents’ density perception; and (4) Staggered Slab-Enclosed Layout configurations receive the most favorable evaluations regarding perceived density. The authors attempt to go beyond current regulations to propose tailored solutions for Shenzhen’s high-density context, improving spatial efficiency and residential comfort in future public housing designs. The finding provides scientific evidence to support urban planners and policymakers in developing more resilient and sustainable high-density neighborhoods.",Guangxun Cui; Menghan Wang; Yue Fan; Fei Xue; Huanhui Chen,2024,2024-11-14,Buildings,10.3390/buildings14113626,,https://doi.org/10.3390/buildings14113626,article,['openalex'],"['""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-a729dfc02926,primary_phrase_filter_residual,Augmenting a training dataset of the generative diffusion model for molecular docking with artificial binding pockets.,"This study introduces the PocketCFDM generative diffusion model, aimed at improving the prediction of small molecule poses in the protein binding pockets. The model utilizes a novel data augmentation technique, involving the creation of numerous artificial binding pockets that mimic the statistical patterns of non-bond interactions found in actual protein-ligand complexes. An algorithmic method was developed to assess and replicate these interaction patterns in the artificial binding pockets built around small molecule conformers. It is shown that the integration of artificial binding pockets into the training process significantly enhanced the model's performance. Notably, PocketCFDM surpassed DiffDock in terms of non-bond interaction and steric clash numbers, and the inference speed. Future developments and optimizations of the model are discussed. The inference code and final model weights of PocketCFDM are accessible publicly via the GitHub repository: https://github.com/vtarasv/pocket-cfdm.git.","Voitsitskyi T, Bdzhola V, Stratiichuk R, Koleiev I, Ostrovsky Z, Vozniak V, Khropachov I, Henitsoi P, Popryho L, Zhytar R, Yesylevskyy S, Nafiiev A, Starosyla S.",2024,2024-01-03,,10.1039/d3ra08147h,,https://europepmc.org/article/MED/38174256,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-ef1a6e9ad899,primary_phrase_filter_residual,Autoimmune hepatitis: Towards a personalized treatment,"Autoimmune hepatitis is an uncommon condition that affects both adults and children and is characterized by chronic and recurrent inflammatory activity in the liver. This inflammation is accompanied by elevated IgG and autoantibody levels. Historically, treatment consists of steroids with the addition of azathioprine, which results in remission in approximately 80% of patients. Despite significant advancements in our understanding of the immune system over the past two decades, few modifications have been made to treatment algorithms, which have remained largely unchanged since they were first proposed more than 40 years ago. This review summarized the various treatment options currently available as well as our experiences using them. Although steroids are the standard treatment for induction therapy, other medications may be considered. Cyclosporin A, a calcineurin inhibitor that decreases T cell activation, has proven effective for induction of remission, but its long-term side effects limit its appeal for maintenance. Tacrolimus, a drug belonging to the same family, has been used in patients with refractory diseases with fewer side effects. Sirolimus and everolimus have interesting effects on regulatory T cell populations and may become viable options in the future. Mycophenolate mofetil is not effective for induction but is a valid alternative for patients who are intolerant to azathioprine. B cell-depleting drugs, such as rituximab and belimumab, have been successfully used in refractory cases and are useful in both the short and long term. Other promising treatments include anti-tumor necrosis factors, Janus kinases inhibitors, and chimeric antigen receptor T cell therapy. This growing armamentarium allows us to imagine a more tailored approach to the treatment of autoimmune hepatitis in the near future.",Alejandro Costaguta; Guillermo Costaguta; Fernando Álvarez,2024,2024,World Journal of Hepatology,10.4254/wjh.v16.i11.1225,,https://doi.org/10.4254/wjh.v16.i11.1225,journal-article,['crossref'],"['""world model"" treatment']",registered,world-model phrase absent from title and abstract
AUD-a52746b3fbde,primary_phrase_filter_residual,Autologous ovarian tissue transplantation and longevity improvement (experimental mice model),"Abstract In the study we showed the improvement in life longevity in mice after step-by step autologous ovarian transplantation. This has proven to be more efficient than “traditional” hormonal replacement therapy. Despite the highest speed and effectiveness of estradiol replacement deficiency in blood by its oral or transdermal use, one did not receive a significant increase in the life longevity in animals and possibly in women (Canderelli R., Leccesse L. et al. 2007). The function of transplanted fragment is usually limited to 6-12 months. This is enough for oncofertility purposes, sometimes, but not for longevity improvement. We performed periodical tissue return (autologous transplantation), containing both cortex and medulla in mice experimental model, that resulted in statistically reliable improvement of longevity. The experimental model we suggested could be projected and to other mammals or humans, as the cortical transplantation gives the same results for reproduction restoration in mice and humans and even on hormone levels normalization, but there is still lack of information about anti-ageing factors containing in ovarian medulla and cortex. That is why we consider that the most important factor for anti-ageing transplantation technology is to preserve both medulla and cortex. Summary Step-by step autologous ovarian transplantation provides the improvement in life longevity in female mice. This technology could be even more efficient, compared to estrogen hormonal replacement therapy in hormone levels improvement (FSH, estradiol). While menopausal hormonal therapy (MHT) with estrogens doesn’t improve longevity in mice, step-by-step autologous transplantation of ovarian cryopreserved tissue statistically reliably prolongs lifespan in mice.",Nikolai Ruhliada,2024,2024,openRxiv,10.1101/2024.05.06.592661,,https://doi.org/10.1101/2024.05.06.592661,posted-content,['crossref'],"['""world model"" physiology']",registered,world-model phrase absent from title and abstract
AUD-473d95da0ad6,primary_phrase_filter_residual,Basal cell adenoma and basal cell adenocarcinoma of the parotid gland: clinical findings and surgical outcomes in a single-institution study,"Abstract Background Basal cell adenoma (BCA) is a rare benign tumor within the salivary glands. Basal cell adenocarcinoma (BCAC), the malignant counterpart of BCA, is also an exceedingly rare tumor with very limited clinical studies conducted. This study aims to investigate the clinical characteristics, demographics, and surgical outcomes of patients diagnosed with BCA and BCAC within the parotid gland. Methods A retrospective analysis from May 2003 to August 2023 was performed for all patients undergoing parotidectomy for masses. Retrospective data on gender, age, tumor characteristics, and outcomes were collected. Surgical approaches, including negative margin attainment, capsule removal, and histological diagnosis, were also detailed. Results The study included 1268 patients who underwent parotidectomy, resulting in 81 cases of BCA and 7 cases of BCAC. BCA patients, with a mean age of 55.1 years, showed diverse age distribution and predominantly presented in the 50s. In BCAC cases, seven female patients exhibited a predominant location in the deep lobes. FNA revealed BCAC in three out of seven cases, and subsequent parotidectomy was performed, resulting in no observed recurrences or metastases. Conclusion This study reports the largest number of BCA cases from a single institution and provides comprehensive insights into the demographics, tumor characteristics, and clinical outcomes of both BCA and BCAC. Although further research should be conducted, based on clinical follow-up results, appropriately including the capsule in the tumor excision indicates favorable outcomes, especially when the tumor size is not large.",Chongsoo Park; Sally Min; Joseph Kyuhyung Park; Jong-Ho Kim,2024,2024,World Journal of Surgical Oncology,10.1186/s12957-024-03378-6,,https://doi.org/10.1186/s12957-024-03378-6,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract
AUD-7db98350e59e,primary_medical_filter_residual,Bayes Adaptive Monte Carlo Tree Search for Offline Model-based Reinforcement Learning,"Offline reinforcement learning (RL) is a powerful approach for data-driven decision-making and control. Compared to model-free methods, offline model-based reinforcement learning (MBRL) explicitly learns world models from a static dataset and uses them as surrogate simulators, improving the data efficiency and enabling the learned policy to potentially generalize beyond the dataset support. However, there could be various MDPs that behave identically on the offline dataset and dealing with the uncertainty about the true MDP can be challenging. In this paper, we propose modeling offline MBRL as a Bayes Adaptive Markov Decision Process (BAMDP), which is a principled framework for addressing model uncertainty. We further propose a novel Bayes Adaptive Monte-Carlo planning algorithm capable of solving BAMDPs in continuous state and action spaces with stochastic transitions. This planning process is based on Monte Carlo Tree Search and can be integrated into offline MBRL as a policy improvement operator in policy iteration. Our ""RL + Search"" framework follows in the footsteps of superhuman AIs like AlphaZero, improving on current offline MBRL methods by incorporating more computation input. The proposed algorithm significantly outperforms state-of-the-art offline RL methods on twelve D4RL MuJoCo tasks and three challenging, stochastic tokamak control tasks. The codebase is available at: https://github.com/LucasCJYSDL/Offline-RL-Kit.","Jiayu Chen; Xu, Le; Wentse Chen; Jeff Schneider",2024,2024-10-15,arXiv (Cornell University),10.48550/arxiv.2410.11234,2410.11234,http://arxiv.org/abs/2410.11234,preprint,['openalex'],"['""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-0b155882aa03,primary_phrase_filter_residual,"Bayesian Optimization for Anything (BOA): An open-source framework for accessible, user-friendly Bayesian optimization",,Madeline E. Scyphers; Justine Missik; Haley Kujawa; Joel A. Paulson; Gil Bohrer,2024,2024-08-24,Environmental Modelling & Software,10.1016/j.envsoft.2024.106191,,https://doi.org/10.1016/j.envsoft.2024.106191,article,['openalex'],"['""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-96da2e0c6074,primary_phrase_filter_residual,Bayesian Reinforcement Learning With Limited Cognitive Load.,"All biological and artificial agents must act given limits on their ability to acquire and process information. As such, a general theory of adaptive behavior should be able to account for the complex interactions between an agent's learning history, decisions, and capacity constraints. Recent work in computer science has begun to clarify the principles that shape these dynamics by bridging ideas from reinforcement learning , Bayesian decision-making , and rate-distortion theory . This body of work provides an account of capacity-limited Bayesian reinforcement learning , a unifying normative framework for modeling the effect of processing constraints on learning and action selection. Here, we provide an accessible review of recent algorithms and theoretical results in this setting, paying special attention to how these ideas can be applied to studying questions in the cognitive and behavioral sciences.","Arumugam D, Ho MK, Goodman ND, Van Roy B.",2024,2024-04-03,,10.1162/opmi_a_00132,,https://europepmc.org/article/MED/38665544,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-c11b9df88e04,primary_phrase_filter_residual,Belief inference for hierarchical hidden states in spatial navigation.,"Uncertainty abounds in the real world, and in environments with multiple layers of unobservable hidden states, decision-making requires resolving uncertainties based on mutual inference. Focusing on a spatial navigation problem, we develop a Tiger maze task that involved simultaneously inferring the local hidden state and the global hidden state from probabilistically uncertain observation. We adopt a Bayesian computational approach by proposing a hierarchical inference model. Applying this to human task behaviour, alongside functional magnetic resonance brain imaging, allows us to separate the neural correlates associated with reinforcement and reassessment of belief in hidden states. The imaging results also suggest that different layers of uncertainty differentially involve the basal ganglia and dorsomedial prefrontal cortex, and that the regions responsible are organised along the rostral axis of these areas according to the type of inference and the level of abstraction of the hidden state, i.e. higher-order state inference involves more anterior parts.","Katayama R, Shiraki R, Ishii S, Yoshida W.",2024,2024-05-21,,10.1038/s42003-024-06316-0,,https://europepmc.org/article/MED/38773301,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-04b4fd41c5dd,primary_phrase_filter_residual,BERT-Based Model for Predicting Drug Ratings through Patient Sentiment Analysis,"Understanding a product's image within a specific market is essential for evaluating and developing effective internal and competitive strategies to enhance product performance. This article discusses the application of Machine Learning (ML) techniques for understanding and proactively predicting a drug's performance rating across multiple dimensions. The ML models developed in this research can analyze shifting patient sentiments toward drugs over time, enabling pharmaceutical organizations to take proactive measures in response to changes in patient sentiment within a given market. Multiple ML algorithms were explored for this purpose, including Support Vector Machine (SVM), Deep Neural Networks, and Bidirectional Encoder Representations from Transformers (BERT). The performance of each algorithm was evaluated on both training and testing datasets sourced from the UCI Machine Learning Repository. The algorithm demonstrating the best performance has been selected for implementation as a front-end application for real-time drug rating prediction based on review text.",Hussin Ragb; Salaheddeen Bugoffa,2024,2024,Institute of Electrical and Electronics Engineers (IEEE),10.36227/techrxiv.173153196.64995501/v1,,https://doi.org/10.36227/techrxiv.173153196.64995501/v1,posted-content,['crossref'],"['""patient world model""', '""world model"" patient']",registered,world-model phrase absent from title and abstract
AUD-c886fd6fb4ab,primary_phrase_filter_residual,Bevacizumab First in DRCR Protocol AC vs Real-World Physician Treatment Choice for Diabetic Macular Edema: Two-Year Cost Analysis.,"Purpose: To compare the modeled costs of the Protocol AC bevacizumab-first treatment protocol (with a switch to aflibercept for sub-responders) with real-world costs for treatment-naïve patients with diabetic macular edema (DME) over a 2-year period. Methods: Published data from the Diabetic Retinopathy Clinical Research Network (DRCR) Protocol AC bevacizumab-first arm (154 eyes) were used to model 2-year treatment costs. Real-world costs were modeled using data from the Vestrum Health electronic medical records database from a 2016 to 2018 cohort of treatment-naïve eyes with DME (n = 1062) treated with antivascular endothelial growth factor monotherapy. The visual acuity (VA) before treatment in the real-world cohort was matched to Protocol AC. A secondary cost analysis further matched VA gains after treatment in the real-world cohort (n = 346) to Protocol AC. Results : In Protocol AC, the modeled 2-year DME treatment cost in the bevacizumab-first arm was $18,952, with a mean of 16.1 injections over 22.5 visits and 70% of eyes being switched to aflibercept by year 2. (Within 2 years, 57% of injections were bevacizumab and 43% were aflibercept.) Over the same period, the modeled 2-year real-world cost ($11,459) was 40% lower, with a mean of 8.6 injections over 13.8 visits (42% bevacizumab, 45% aflibercept, 13% ranibizumab). Even when matched for baseline VA and a 14-letter VA gain over 2 years, the real-world cost ($15,394) was still 19% lower than the modeled cost in the Protocol AC bevacizumab-first arm. Conclusions: The real-world cost of treating DME over 2 years was significantly lower than the DRCR Protocol AC bevacizumab-first cost. Application of Protocol AC findings into real-world utilization, as with step therapy mandates, should only be considered if the same intensive protocol could be followed. These data suggest that existing real-world costs that reflect physician choice are already significantly lower than protocol-mandated step therapy, even when controlling for similar VA outcomes.","Grewal DS, Leung E, Busquets M, Niles P, Gong DA, Kolomeyer AM, Aggarwal N, Boucher N, Blim J, Kim JE, Sanders R, Hahn P, ASRS Health Economics Committee.",2024,2024-09-14,Journal of VitreoRetinal Diseases,10.1177/24741264241275283,,https://europepmc.org/article/MED/39539830,article,"['europe_pmc', 'openalex']","['""world model"" clinical', '""world model"" patient', '""world model"" treatment', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract
AUD-81254ad2d019,primary_phrase_filter_residual,Beyond the petri dish: Model organisms in non-clinical exploration,"Animal models have been integral to scientific research for decades, offering invaluable insights into complex biological processes, advancing medical knowledge, and aiding the development of new treatments. This review explores the significance of animal models in various research fields, emphasizing their biological similarity to humans as a key factor. Animals, ranging from mice and rats to primates, fruit flies, and worms, share fundamental physiological, anatomical, and genetic characteristics with humans, making them crucial proxies for studying diseases and biological pathways. This review underscores the essential role of animal models in preclinical research, particularly in evaluating drug candidates for safety, efficacy, and potential side effects before human trials. The controlled experimental environment provided by animal models allows researchers to manipulate variables, isolate factors, and establish cause-and-effect relationships, enhancing the understanding of complex genetic disorders.",Prerona Boruah; Komal Bavaskar; Nikhita Deka; Aditya Yadav,2024,2024,World Journal of Advanced Research and Reviews,10.30574/wjarr.2024.23.1.2238,,https://doi.org/10.30574/wjarr.2024.23.1.2238,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract
