candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,external_validation,0: no external cohort,NI: no external patient cohort; authors call for new-setting validation,NI: no external patient cohort; authors call for new-setting validation,Figs. 1-3; multi-cycle train/test and statistical analysis,Primary publication supports Reviewer B's more precise formulation for external_validation; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,decision_utility,1: schedule optimization proposed; no prospective decision evaluation,Retrospective toxicity forecasting and proposed schedule design; no clinician comparison/prospective use,Retrospective toxicity forecasting and proposed schedule design; no clinician comparison/prospective use,Figs. 1-3; multi-cycle train/test and statistical analysis,Primary publication supports Reviewer B's more precise formulation for decision_utility; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,safety_evaluation,1: neutropenia is the modeled toxicity; no deployment hazard/override test,Neutropenia is explicit life-threatening toxicity target; no deployed alert/override or prospective safety endpoint,Neutropenia is explicit life-threatening toxicity target; no deployed alert/override or prospective safety endpoint,Figs. 1-3; multi-cycle train/test and statistical analysis,Primary publication supports Reviewer B's more precise formulation for safety_evaluation; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,statistical_analysis,Wilcoxon tests with BH-FDR; Pearson and binomial tests; RMSE/FVU,"Wilcoxon with BH correction, Pearson correlations, binomial tests, and patient RMSE/FVU summaries","Wilcoxon with BH correction, Pearson correlations, binomial tests, and patient RMSE/FVU summaries",Figs. 1-3; multi-cycle train/test and statistical analysis,Primary publication supports Reviewer B's more precise formulation for statistical_analysis; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,causal_language,Mechanistic drug-effect assumptions; no identified causal effect claim,Mechanistic drug-effect/simulation language without treatment-effect identification claim,Mechanistic drug-effect/simulation language without treatment-effect identification claim,Discussion and modeled-drug-effect assumptions,Primary publication supports Reviewer B's more precise formulation for causal_language; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,estimand,Observed trajectory under recorded regimen; no formal causal estimand,"NA: trajectory prediction under recorded/hypothetical schedules, not an identified causal effect","NA: trajectory prediction under recorded/hypothetical schedules, not an identified causal effect",Discussion and modeled-drug-effect assumptions,Primary publication supports Reviewer B's more precise formulation for estimand; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,confounding_strategy,NA: no empirical alternative-treatment effect,NA for causal effect; patient-specific model on trial cohort observations,NA for causal effect; patient-specific model on trial cohort observations,Discussion and modeled-drug-effect assumptions,Primary publication supports Reviewer B's more precise formulation for confounding_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,positivity_and_overlap,NA: no causal contrast,NA: no comparative treatment-effect estimand,NA: no comparative treatment-effect estimand,Discussion and modeled-drug-effect assumptions,Primary publication supports Reviewer B's more precise formulation for positivity_and_overlap; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,counterfactual_validation,"NA: mechanistic assumptions, not counterfactual validation",NI: alternative schedules not validated against randomized outcomes,NI: alternative schedules not validated against randomized outcomes,Discussion and modeled-drug-effect assumptions,Primary publication supports Reviewer B's more precise formulation for counterfactual_validation; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,code_access,2: public AMLDT/Venex_Neutropenia_Models GitHub,Public AMLDT/Venex_Neutropenia_Models GitHub,Public AMLDT/Venex_Neutropenia_Models GitHub,"Methods, Data availability, and Code availability",Primary publication supports Reviewer B's more precise formulation for code_access; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,weights_access,1: explicit fitted-weight/parameter release unclear,NA: mechanistic fitted parameters rather than neural weights; full fitted patient parameters unclear,NI: patient-specific fitted parameters are not identified as a standalone public release,"Methods, Data availability, and Code availability",Primary publication resolves weights_access to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,data_access,1: full trial data request-based; repository includes subset,VenEx restricted/request-based; repository includes a subset,VenEx restricted/request-based; repository includes a subset,"Methods, Data availability, and Code availability",Primary publication supports Reviewer B's more precise formulation for data_access; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,preprocessing_reproducibility,"2: equations, parameters, software, interpolation, split, and statistics detailed","Strong-moderate: equations, fitting, cycle splits, interpolation, software, metrics detailed; complete data restricted","Strong-moderate: equations, fitting, cycle splits, interpolation, software, metrics detailed; complete data restricted","Methods, Data availability, and Code availability",Primary publication supports Reviewer B's more precise formulation for preprocessing_reproducibility; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,randomness,1: optimization described; seeds and repeated initializations not reported,NI: optimization seeds/repeated stochastic fits not reported,NI: optimization seeds/repeated stochastic fits not reported,"Methods, Data availability, and Code availability",Primary publication supports Reviewer B's more precise formulation for randomness; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,evidence_anchors,Primary article Figs. 1-3; Model fitting; Data from multiple cycles; Methods; Code/Data availability; stable DOI,"Fig. 1; Fig. 3/Table 2; Methods patient data, multi-cycle learning, interpolation/statistics; Data/Code availability","Primary article Figs. 1-3 and Table 2; Model fitting and continuous updating Results; Methods patient selection, multi-cycle learning, interpolation, and statistics; Data/Code availability",Full primary journal PDF,Primary publication resolves evidence_anchors to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,appraisal_strengths,"Temporal horizon testing, validated missingness handling, mechanistic baselines, public code, and toxicity outcome","Interpretable dynamics, patient temporal testing, horizon-separated results, toxicity target, comparators, public code","Interpretable dynamics, patient temporal testing, horizon-separated results, toxicity target, comparators, public code",Full primary journal PDF,Primary publication supports Reviewer B's more precise formulation for appraisal_strengths; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,appraisal_limitations,"Small selected forecasting subset, sparse data, no patient-held-out/external test, high heterogeneity, and no calibration","Small selected subset, sparse data, high interpatient error, no external validation/calibration, and five cycles needed","Small selected subset, sparse data, high interpatient error, no external validation/calibration, and five cycles needed",Full primary journal PDF,Primary publication supports Reviewer B's more precise formulation for appraisal_limitations; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,source_status,Full primary PMC article inspected,Exact open full text inspected through Europe PMC/PMC,Exact open primary npj Digital Medicine PDF inspected from DOI 10.1038/s41746-025-01978-4,npj Digital Medicine title page and DOI,Primary publication resolves source_status to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,primary_source_url,https://doi.org/10.1109/EMBC58623.2025.11254522; https://arxiv.org/abs/2507.15274,https://doi.org/10.1109/embc58623.2025.11254522,https://doi.org/10.1109/EMBC58623.2025.11254522; https://arxiv.org/abs/2507.15274,EMBC DOI and arXiv:2507.15274v1 title page,Primary publication resolves primary_source_url to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,publication_status,Peer-reviewed EMBC 2025 paper; detailed public preprint,Peer-reviewed IEEE EMBC 2025 conference full paper,Peer-reviewed IEEE EMBC 2025 conference full paper,EMBC DOI and arXiv:2507.15274v1 title page,Primary publication supports Reviewer B's more precise formulation for publication_status; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,domain,Closed-loop neural stimulation and NHP electrophysiology,Closed-loop neural stimulation and micro-ECoG response forecasting,Closed-loop neural stimulation and micro-ECoG response forecasting,ArXiv Secs. 3.1-3.2 and Appendix 6.1,Primary publication supports Reviewer B's more precise formulation for domain; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,dataset_or_cohort,Micro-ECoG optogenetic stimulation data from two rhesus macaques,Two male rhesus macaques with micro-ECoG during paired excitatory optogenetic stimulation,Two male rhesus macaques with micro-ECoG during paired excitatory optogenetic stimulation,ArXiv Secs. 3.1-3.2 and Appendix 6.1,Primary publication supports Reviewer B's more precise formulation for dataset_or_cohort; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,sample_scale,40 sessions; about 15000 paired-pulse trials per typical session; 96 channels with mean 78.6 usable,"40 sessions; about 15,000 trials/session; 96 channels with mean 78.6 usable","40 sessions; about 15,000 trials/session; 96 channels with mean 78.6 usable",ArXiv Secs. 3.1-3.2 and Appendix 6.1,Primary publication supports Reviewer B's more precise formulation for sample_scale; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,institution_count,One experimental program/dataset,One experimental program; two animal subjects,One experimental program; two animal subjects,ArXiv Secs. 3.1-3.2 and Appendix 6.1,Primary publication supports Reviewer B's more precise formulation for institution_count; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,split_strategy,Temporal split: first 5000 trials train and last 2500 test; validation for basis count; larger held-out simulation sets,"Within-session temporal split: first 5,000 trials train, last 2,500 test; three runs/session","Within-session temporal split: first 5,000 trials train, last 2,500 test; three runs/session",ArXiv Secs. 3.1-3.2 and Appendix 6.1,Primary publication supports Reviewer B's more precise formulation for split_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,observation_process,1 kHz LFP in 184-ms trials with 20-ms runway and paired pulses; stimulation/rest blocks,Prior 20 ms LFP predicts post-stimulation response; paired pulses every 200 ms with 10/30/100 ms intervals,Prior 20 ms LFP predicts post-stimulation response; paired pulses every 200 ms with 10/30/100 ms intervals,ArXiv Secs. 3.1-3.2 and Appendix 6.1,Primary publication supports Reviewer B's more precise formulation for observation_process; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,missingness,1: unusable electrodes excluded; no imputation,Unusable channels excluded; NI: missing-trial/artifact missingness analysis,Unusable channels excluded; NI: missing-trial/artifact missingness analysis,ArXiv Secs. 3.1-3.2 and Appendix 6.1,Primary publication supports Reviewer B's more precise formulation for missingness; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,censoring_or_competing_events,NA: fixed experimental trials,NA: fixed-window neurophysiology,NA: fixed-window neurophysiology,ArXiv Secs. 3.1-3.2 and Appendix 6.1,Primary publication supports Reviewer B's more precise formulation for censoring_or_competing_events; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,state,Recent 20-ms multichannel LFP runway,Recent multichannel LFP encoded as state-dependent temporal-basis weights,Recent multichannel LFP encoded as state-dependent temporal-basis weights,Secs. 3.3-3.6,Primary publication supports Reviewer B's more precise formulation for state; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,observation_decoder,Direct 40-ms or 164-ms multichannel LFP trajectory,Predicted multichannel waveform over 40 or 164 ms,Predicted multichannel waveform over 40 or 164 ms,Secs. 3.3-3.6,Primary publication supports Reviewer B's more precise formulation for observation_decoder; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,action,Binary stimulate/not-stimulate and paired-pulse timing descriptor,Optogenetic stimulation occurrence and interpulse timing; simulated controller selects stimulate/no stimulation,Optogenetic stimulation occurrence and interpulse timing; simulated controller selects stimulate/no stimulation,Secs. 3.3-3.6,Primary publication supports Reviewer B's more precise formulation for action; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,action_provenance,Actually delivered pulses for fitting; controller actions simulated on held-out trials,Observed administered pulses plus simulated controller actions,Observed administered pulses plus simulated controller actions,Secs. 3.3-3.6,Primary publication supports Reviewer B's more precise formulation for action_provenance; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,transition_mechanism,Temporal basis generator plus state-dependent affine basis weights; direct multistep output,Learned temporal response bases with affine state/stimulation-dependent weights for direct multistep forecasting,Learned temporal response bases with affine state/stimulation-dependent weights for direct multistep forecasting,Secs. 3.3-3.6,Primary publication supports Reviewer B's more precise formulation for transition_mechanism; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,maximum_horizon,164 ms; 40 ms emphasized for controller,164 ms; 40 ms short-horizon results also reported,164 ms; 40 ms short-horizon results also reported,Secs. 3.3-3.6,Primary publication supports Reviewer B's more precise formulation for maximum_horizon; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,rollout_regime,Direct multistep forecast and simulated closed loop; not autoregressive,Direct multistep forecast embedded in two free-running simulated closed-loop experiments,Direct multistep forecasting embedded in two simulated closed-loop controllers; the loop is in silico rather than in vivo,Secs. 3.3-3.6,Primary publication resolves rollout_regime to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,capability_claim,Closed-loop planning/control in simulation,planning,planning,Secs. 3.3-3.6,Primary publication supports Reviewer B's more precise formulation for capability_claim; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,baselines,"LSSM, AE-LSTM, state-agnostic TBFM, and matched no-stimulation trajectories","Linear state-space, autoencoder-LSTM, state-agnostic temporal-basis, and resting/no-stimulation response","Linear state-space, autoencoder-LSTM, state-agnostic temporal-basis, and resting/no-stimulation response","Sec. 4, horizon figures/tables, and two controller experiments",Primary publication supports Reviewer B's more precise formulation for baselines; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,state_fidelity_metrics,Test R2 by horizon; 164-ms 0.462 plus/minus 0.207; 40-ms 0.787 plus/minus 0.143,Channel/session R2 and waveform agreement; mean test R2 ~0.462 at 164 ms and ~0.787 at 40 ms,Channel/session R2 and waveform agreement; mean test R2 ~0.462 at 164 ms and ~0.787 at 40 ms,"Sec. 4, horizon figures/tables, and two controller experiments",Primary publication supports Reviewer B's more precise formulation for state_fidelity_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,transition_metrics,"R2 curves, mean/state-dependent R2, sample efficiency, training time, and latency",R2 by horizon/state dependence; reported state-dependent R2 ~0.878 versus state-agnostic 0.006,R2 by horizon/state dependence; reported state-dependent R2 ~0.878 versus state-agnostic 0.006,"Sec. 4, horizon figures/tables, and two controller experiments",Primary publication supports Reviewer B's more precise formulation for transition_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,rollout_stability,2: horizon degradation and early-to-late session shift measured,Closed-loop target shaping reported; NI: drift/constraint violations over longer runs,"Prediction fidelity is reported over 40-, 60-, and 164-ms horizons and across early-to-late session shift; simulated control succeeds, but long-run biological constraint violations are not tested","Sec. 4, horizon figures/tables, and two controller experiments",Primary publication resolves rollout_stability to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,action_sensitivity,"2: stimulation/no-stimulation, state ablation, pulse intervals, and binary actions tested",10/30/100 ms pulse conditions and stimulate/no-stimulate simulation; state-agnostic/resting comparisons,10/30/100 ms pulse conditions and stimulate/no-stimulate simulation; state-agnostic/resting comparisons,"Sec. 4, horizon figures/tables, and two controller experiments",Primary publication supports Reviewer B's more precise formulation for action_sensitivity; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,calibration_and_uncertainty,0: no probabilistic calibration; controller margins only,Across-run/session SD and controller margins; NI: probabilistic calibration/coverage,"Across-session/run variability and controller margins are reported; no predictive uncertainty distribution, calibration, or interval coverage","Sec. 4, horizon figures/tables, and two controller experiments",Primary publication resolves calibration_and_uncertainty to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,external_validation,0: same two-animal dataset,NI: no held-out animal/lab/dataset; session tests within two animals,NI: no held-out animal/lab/dataset; session tests within two animals,"Sec. 4, horizon figures/tables, and two controller experiments",Primary publication supports Reviewer B's more precise formulation for external_validation; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,decision_utility,2: two simulated controllers with AUC about 0.65-0.72 and latency comparisons,Two simulated closed-loop experiments shape activity toward targets; no in-vivo closed loop,Two simulated closed-loop experiments shape activity toward targets; no in-vivo closed loop,"Sec. 4, horizon figures/tables, and two controller experiments",Primary publication supports Reviewer B's more precise formulation for decision_utility; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,safety_evaluation,1: over-stimulation risk represented in cost discussion; no biological hazard/recovery test,Latency and over/under-stimulation errors; no biological injury/adverse-event/recovery hazard test,Latency and over/under-stimulation errors; no biological injury/adverse-event/recovery hazard test,"Sec. 4, horizon figures/tables, and two controller experiments",Primary publication supports Reviewer B's more precise formulation for safety_evaluation; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,statistical_analysis,Means/SD over 40 sessions and three runs; KSG-MI/HSIC tests with 1000 permutations,"Three runs/session, session SDs, state-dependence testing; subject-level uncertainty limited at n=2","Three runs/session, session SDs, state-dependence testing; subject-level uncertainty limited at n=2","Sec. 4, horizon figures/tables, and two controller experiments",Primary publication supports Reviewer B's more precise formulation for statistical_analysis; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,causal_language,Action-response forecasting; no treatment-effect claim,Stimulation-conditioned forecasting/control; no formal treatment-effect claim,Stimulation-conditioned forecasting/control; no formal treatment-effect claim,Introduction/Discussion; controlled stimulation without treatment-effect estimand,Primary publication supports Reviewer B's more precise formulation for causal_language; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,estimand,Simulated controller task performance; no causal estimand,"NA: neural forecast/control objective, not clinical causal estimand","NA: neural forecast/control objective, not clinical causal estimand",Introduction/Discussion; controlled stimulation without treatment-effect estimand,Primary publication supports Reviewer B's more precise formulation for estimand; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,confounding_strategy,NA: controlled experiment,NA: controlled animal stimulation,NA: controlled animal stimulation,Introduction/Discussion; controlled stimulation without treatment-effect estimand,Primary publication supports Reviewer B's more precise formulation for confounding_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,positivity_and_overlap,1: three pulse intervals and fixed sites; narrow support,NA: fixed experimental stimulation conditions,1: three pulse intervals and fixed sites; narrow support,Introduction/Discussion; controlled stimulation without treatment-effect estimand,Primary publication supports Reviewer A for positivity_and_overlap; Reviewer B's competing interpretation was not retained.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,counterfactual_validation,NA: no causal counterfactual claim,"Alternative simulated actions checked against learned model, not new animal interventions","Alternative simulated actions checked against learned model, not new animal interventions",Introduction/Discussion; controlled stimulation without treatment-effect estimand,Primary publication supports Reviewer B's more precise formulation for counterfactual_validation; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,code_access,2: public py-tbfm GitHub,Public py-tbfm GitHub demo,Public py-tbfm GitHub demo,"Secs. 3.4-3.6, Appendix 6.1-6.4, Code/Data availability",Primary publication supports Reviewer B's more precise formulation for code_access; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,weights_access,0: trained session weights not public,NI: no public fitted animal-session weights,NI: no public fitted animal-session weights,"Secs. 3.4-3.6, Appendix 6.1-6.4, Code/Data availability",Primary publication supports Reviewer B's more precise formulation for weights_access; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,data_access,1: data available on reasonable request,Animal data from authors on request,Animal data from authors on request,"Secs. 3.4-3.6, Appendix 6.1-6.4, Code/Data availability",Primary publication supports Reviewer B's more precise formulation for data_access; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,preprocessing_reproducibility,"2: filtering, windows, split, architecture, losses, optimizer, and controller detailed","Moderate: trials, split, model, horizons, timing described; exact proceedings supplement unavailable","Moderate: trials, split, model, horizons, timing described; exact proceedings supplement unavailable","Secs. 3.4-3.6, Appendix 6.1-6.4, Code/Data availability",Primary publication supports Reviewer B's more precise formulation for preprocessing_reproducibility; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,randomness,"2: three runs, random controls/targets, 1000 permutations; seeds unstated",Three runs/session; seeds NI,Three runs/session; seeds NI,"Secs. 3.4-3.6, Appendix 6.1-6.4, Code/Data availability",Primary publication supports Reviewer B's more precise formulation for randomness; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,evidence_anchors,Detailed preprint pp. 4-12 and 20-25; Table 1; Fig. 12; Appendix 6.1-6.3; EMBC DOI,Corresponding arXiv manuscript pp. 1-7; Methods/Data; forecasting tables/figures; closed-loop simulations; code/data statements,Corresponding arXiv manuscript Secs. 3.1-3.6 and 4; forecasting/horizon results; two closed-loop simulations; Table 1; Appendix 6.1-6.4 and 6.9; Code/Data availability; EMBC DOI,Detailed same-author arXiv manuscript plus EMBC record,Primary publication resolves evidence_anchors to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,appraisal_strengths,"Horizon testing, temporal shift split, action/no-action data, strong baselines, repeated sessions, simulation, latency, and code","Efficient action-conditioned forecasting, temporal tests, horizon accuracy, multiple baselines, and operational simulated control","Efficient action-conditioned forecasting, temporal tests, horizon accuracy, multiple baselines, and operational simulated control",Detailed same-author arXiv manuscript plus EMBC record,Primary publication supports Reviewer B's more precise formulation for appraisal_strengths; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,appraisal_limitations,"Two animals, fixed action space, simulated not in-vivo loop, no calibration, and limited safety testing","Two animals, no subject-held-out/external validation, no calibrated uncertainty, simulation-only closed loop","Two animals, no subject-held-out/external validation, no calibrated uncertainty, simulation-only closed loop",Detailed same-author arXiv manuscript plus EMBC record,Primary publication supports Reviewer B's more precise formulation for appraisal_limitations; no incompatible claim from Reviewer A was carried forward.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,source_status,Conference record plus full primary preprint inspected,"IEEE DOI verified; hosted PDF blocked by WAF, so corresponding same-author arXiv:2507.15274v1 with slightly different title was inspected",IEEE EMBC DOI verified; exact same-author detailed arXiv:2507.15274v1 manuscript inspected because the IEEE PDF was access-blocked,EMBC DOI and arXiv:2507.15274v1 title page,Primary publication resolves source_status to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,reviewer_confidence,high,medium,high,Detailed same-author arXiv manuscript plus EMBC record,Primary publication resolves reviewer_confidence to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,primary_source_url,https://arxiv.org/abs/2009.04607,https://arxiv.org/abs/2009.04607v3,https://arxiv.org/abs/2009.04607v3,arXiv v3 title page and KDD acceptance note,Primary publication resolves primary_source_url to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,publication_status,Peer-reviewed KDD 2021 paper; arXiv v3 inspected,Peer-reviewed KDD 2021 paper; public arXiv v3 inspected,Peer-reviewed KDD 2021 paper; public arXiv v3 inspected,arXiv v3 title page and KDD acceptance note,Primary publication supports Reviewer B's more precise formulation for publication_status; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,domain,Infectious-disease epidemiology and public-health policy,Infectious-disease epidemiology and intervention planning,Infectious-disease epidemiology and intervention planning,Sec. 5.1 and Appendix C.1,Primary publication supports Reviewer B's more precise formulation for domain; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,dataset_or_cohort,"COVID-19 surveillance, intervention, GDP, population, and Baidu mobility for six Chinese cities","Daily COVID cases, economics/demographics, Baidu mobility, and interventions for six Chinese cities, 2020-01-15 to 2020-05-13","Daily COVID cases, economics/demographics, Baidu mobility, and interventions for six Chinese cities, 2020-01-15 to 2020-05-13",Sec. 5.1 and Appendix C.1,Primary publication supports Reviewer B's more precise formulation for dataset_or_cohort; no incompatible claim from Reviewer A was carried forward.
