audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence
ALT-ca8c7adfc7a7,fresh_alternate_public_search,Quantitative Comparisons of Progressive Supranuclear Palsy Rating Scale Versions Using Item Response Theory.,"Background Progressive supranuclear palsy (PSP) is a neurodegenerative, late-onset disease that is challenging in terms of assessment. The Progressive Supranuclear Palsy Rating Scale (PSPRS), a 28-item clinician-reported scale, is the most established clinical outcome assessment method. Recently, the U.S. Food and Drug Administration (FDA) has proposed a subscale of 10 items as an alternative to full PSPRS. Objectives To quantitatively evaluate and compare the properties of full PSPRS and the FDA subscale using item response theory. To develop a progression model of the disease and assess relative merits of study designs and analysis options. Methods Data of 979 patients from four interventional trials and two registries were available for analysis. Our investigation was divided into: (1) estimating informativeness of the 28 items; (2) estimating disease progression; and (3) comparing the scales, trial designs, and analysis options with respect to power to detect a clinically relevant treatment effect. Results PSPRS item scores had a low pairwise correlation (r = 0.17 ± 0.14) and the items irritability, sleep difficulty, and postural tremor were uncorrelated with the other items. The FDA-selected items displayed higher correlation (r = 0.35 ± 0.14) and were the basis for a longitudinal item response model including disease progression. Trial simulations indicated that identification of a disease-modifying treatment effect required less than half the study size if the analysis was based on longitudinal item information compared with total scores at end-of-treatment. Conclusion A longitudinal item response model based on the FDA-selected PSPRS items is a promising tool in evaluating treatments for PSP. © 2024 The Author(s). Movement Disorders published by Wiley Periodicals LLC on behalf of International Parkinson and Movement Disorder Society.","Gewily M, Plan EL, Yousefi E, König F, Posch M, Hopfner F, Höglinger G, Karlsson MO.",2024,2024-08-29,,10.1002/mds.30001,,https://europepmc.org/article/MED/39206961,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,"A fitted longitudinal disease model supports trial rollouts comparing treatment effects, designs, and analysis power.",exclude,not_applicable,no_future_or_action_evaluation,"The quantitative comparisons progressive supranuclear palsy rating scale versions item response study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A longitudinal item-response disease transition is fitted to six PSP studies and directly used to simulate evolving item profiles, treatment effects, trial designs, and statistical power.",include,empirical,fitted_multistep_dynamics,"A longitudinal item-response disease transition is fitted to six PSP studies and directly used to simulate evolving item profiles, treatment effects, trial designs, and statistical power.","Full text, Model and Trial simulations: 979 patients, longitudinal latent progression, item-information comparison, and simulated treatment-detection sample sizes.",high
ALT-86ecd04e07f7,fresh_alternate_public_search,Risk Factor Identification in Heterogeneous Disease Progression with L1-Regularized Multi-state Models.,"Multi-state model (MSM) is a useful tool to analyze longitudinal data for modeling disease progression at multiple time points. While the regularization approaches to variable selection have been widely used, extending them to MSM remains largely unexplored. In this paper, we have developed the L1-regularized multi-state model (L1MSTATE) framework that enables parameter estimation and variable selection simultaneously. The regularized optimization problem was solved by deriving a one-step coordinate descent algorithm with great computational efficiency. The L1MSTATE approach was evaluated using extensive simulation studies, and it showed that L1MSTATE outperformed existing regularized multi-state models in terms of the accurate identification of risk factors. It also outperformed the un-regularized multi-state models (MSTATE) in terms of identifying the important risk factors in situations with small sample sizes. The power of L1MSTATE in predicting the transition probabilities comparing with MSTATE was demonstrated using the Europe Blood and Marrow Transplantation (EBMT) dataset. The L1MSTATE was implemented in the open-access R package ' L1mstate '.","Dang X, Huang S, Qian X.",2021,2021-01-04,,10.1007/s41666-020-00085-1,,https://europepmc.org/article/MED/35415453,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,A regularized multistate model learns clinical transition probabilities and evaluates them through simulations and EBMT data.,exclude,not_applicable,no_future_or_action_evaluation,"The risk factor identification heterogeneous disease progression l1 regularized multi state study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",include,empirical,include_empirical,third_full_text_adjudication+independent_inclusion_qc,"L1MSTATE learns transition intensities and selects risk factors jointly, with transition-probability recovery evaluated in simulations and the longitudinal EBMT dataset.",include,empirical,learned_multistate_dynamics,"L1MSTATE learns transition intensities and selects risk factors jointly, with transition-probability recovery evaluated in simulations and the longitudinal EBMT dataset.","Full text, Method and Results: coordinate-descent fitting, simulation recovery, and EBMT transition-probability prediction against unregularized models.",high
ALT-422955863466,fresh_alternate_public_search,scMTG reconstructs single-cell temporal dynamics with Markov transition generators,"Abstract Single-cell time-series data offer a unique opportunity to study how cell states emerge, evolve, and diversify over time. However, cells are destructively measured across time points and individual cells cannot be directly tracked, making it challenging to reconstruct cell-state transitions and uncover the dynamic regulatory programs. Existing methods are predominantly based on optimal transport and typically require predefined low-dimensional representations, which can limit scalability, flexibility, and mechanistic interpretability. Here we present scMTG, a single-cell Markov transition generative framework that jointly learns cell representations and temporal cell-state transitions from unpaired single-cell time-series data. In a series of experiments, scMTG demonstrates superior performance in interpolating held-out missing-time-point data and inferring cross-time-point transition matrices, compared with state-of-the-art methods. More importantly, the learned Markov transition generator provides an interpretable framework for identifying the molecular programs that drive cell-state changes, enabling characterization of cell fate decisions and construction of time-resolved regulatory networks. Together, scMTG provides a unified generative framework for reconstructing cellular dynamics and uncovering regulatory programs that shape development, differentiation, and disease progression. scMTG is available as open-source software at https://github.com/liuq-lab/scMTG .",Xuejian Cui; Haochen Wang; Zijing Gao; Rui Jiang; Wing Hung Wong; Qiao Liu,2026,2026,openRxiv,10.64898/2026.06.04.730241,,https://doi.org/10.64898/2026.06.04.730241,posted-content,crossref,"""virtual cell"" temporal dynamics",registered,,include,empirical,include_empirical,scMTG learns Markov cell-state transitions and directly evaluates missing-time interpolation and transition-matrix inference.,include,empirical,include_empirical,The scmtg reconstructs single cell temporal dynamics markov transition generators study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"scMTG jointly learns cell representations and Markov transition generators from unpaired time-series single-cell data, directly evaluating missing-time interpolation and cross-time transition matrices.",include,empirical,learned_multistep_dynamics,"scMTG jointly learns cell representations and Markov transition generators from unpaired time-series single-cell data, directly evaluating missing-time interpolation and cross-time transition matrices.","Primary preprint, Experiments: held-out time-point generation, transition-matrix inference, state-of-the-art comparisons, and time-resolved regulatory-network analysis.",high
ALT-c71fc7548383,fresh_alternate_public_search,SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.,"SimulAD is a computational disease progression model (DPM) originally developed on the ADNI database to simulate the evolution of clinical and imaging markers characteristic of AD, and to quantify the disease severity (DS) of a subject. In this work, we assessed the validity of this estimated DS, as well as the generalization of the DPM., by applying SimulAD on a new cohort from the Geneva Memory Center (GMC). The differences between the estimated DS of healthy, mild cognitive impairment and AD dementia groups were statistically significant (p-values < 0.05; d ≥ 0.8). DS correlated with MMSE (ρ = -0.55), hippocampal atrophy (ρ = -0.62), glucose hypometabolism (ρ = -0.67), amyloid burden (ρ = 0.31) and tau deposition (ρ = 0.62) (p-values < 0.01). Based on the dynamics estimated on the ADNI cohort, we simulated a DPM for the subjects of the GMC cohort. The difference between the temporal evolution of similar biomarkers simulated on the ADNI and GMC cohorts remained below 10%. This study illustrates the robustness and good generalization of SimulAD, highlighting its potential for clinical and pharmaceutical studies.",Abi Nader Clément; Federica Ribaldi; Giovanni B Frisoni; Valentina Garibotto; Philippe Robert; Nicholas Ayache; Marco Lorenzi,2022,2022,Neurobiology of aging,10.1016/j.neurobiolaging.2021.12.015,,https://pubmed.ncbi.nlm.nih.gov/35320737/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,SimulAD learns biomarker dynamics and validates simulated trajectories on an independent cohort.,include,empirical,include_empirical,The simulad dynamical personalized simulation disease staging alzheimer s disease study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,SimulAD learns joint imaging and clinical biomarker dynamics from ADNI and evaluates personalized trajectory simulation and disease-stage generalization in an independent Geneva cohort.,include,empirical,learned_multistep_dynamics,SimulAD learns joint imaging and clinical biomarker dynamics from ADNI and evaluates personalized trajectory simulation and disease-stage generalization in an independent Geneva cohort.,"Primary article, Methods and Results: ADNI-trained dynamics, Geneva external cohort, biomarker-stage associations, and cross-cohort temporal-evolution differences.",high
ALT-b6f8ec5868d5,fresh_alternate_public_search,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,"In this study, we investigate SimulAD, a novel quantitative instrument for the development of intervention strategies for disease-modifying drugs in Alzheimer's disease. SimulAD is based on the modeling of the spatio-temporal dynamics governing the joint evolution of imaging and clinical biomarkers along the history of the disease, and allows the simulation of the effect of intervention time and drug dosage on the biomarkers' progression. When applied to multi-modal imaging and clinical data from the Alzheimer's Disease Neuroimaging Initiative the method enables to generate hypothetical scenarios of amyloid lowering interventions. The results quantify the crucial role of intervention time, and provide a theoretical justification for testing amyloid modifying drugs in the pre-clinical stage. Our experimental simulations are compatible with the outcomes observed in past clinical trials, and suggest that anti-amyloid treatments should be administered at least 7 years earlier than what is currently being done in order to obtain statistically powered improvement of clinical endpoints.","Abi Nader C, Ayache N, Frisoni GB, Robert P, Lorenzi M, Alzheimer’s Disease Neuroimaging Initiative.",2021,2021-04-28,,10.1093/braincomms/fcab091,,https://europepmc.org/article/MED/34085040,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,SimulAD learns spatiotemporal biomarker dynamics and evaluates treatment-time and dosage counterfactuals.,include,empirical,include_empirical,The simulating outcome amyloid treatments alzheimer s disease imaging clinical data study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,SimulAD learns joint biomarker transitions from multimodal ADNI data and evaluates intervention-time and dosage branches through free disease-course simulation and trial-compatible outcomes.,include,empirical,action_conditioned_treatment_dynamics,SimulAD learns joint biomarker transitions from multimodal ADNI data and evaluates intervention-time and dosage branches through free disease-course simulation and trial-compatible outcomes.,"Full text, Model and Intervention simulations: spatiotemporal imaging/clinical dynamics, amyloid-lowering actions, timing/dose scenarios, and comparison with trial observations.",high
ALT-5bec8ffd48d9,fresh_alternate_public_search,Simulation of long-term lecanemab treatment effect on Alzheimer's disease progression.,"Introduction Anti-amyloid therapies such as lecanemab have demonstrated statistically significant slowing of decline on the Clinical Dementia Rating-Sum of Boxes (CDR-SB) in patients with early Alzheimer's disease (AD) in pivotal trials. Converting treatment differences on CDR-SB into time saved from disease progression may help convey clinical relevance for patients and caregivers more effectively. Methods Disease progression models were developed using Alzheimer's Disease Neuroimaging Initiative and National Alzheimer's Coordinating Center data. A 37% treatment-related time delay, derived from the Clarity AD trial, was applied to estimate long-term efficacy of lecanemab. Results Natural progression models estimated 11.5 to 13.7 years from mild cognitive impairment due to AD to severe AD. When starting treatment at CDR-SB 3.2, lecanemab delayed progression to severe AD by 2.5 to 3.7 years when assuming patients remained on treatment and 2.0 to 3.0 years when accounting for treatment discontinuation. Results were consistent across different datasets. Discussion Projections suggest lecanemab substantially delays clinical progression of AD, preserving patients' time in earlier stages of AD.","Williams T, Jang SR, Lanctôt KL, Kang A, Bloudek L, Wang G.",2026,2026-04-01,,10.1002/trc2.70274,,https://europepmc.org/article/MED/42339400,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Data-derived progression models simulate long-term treatment-conditioned trajectories and compare projections across independent datasets.,include,empirical,include_empirical,The simulation long term lecanemab treatment effect alzheimer s disease progression study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"Natural-history progression transitions are fitted independently in ADNI and NACC, then a trial-derived treatment delay is applied and evaluated through long-term stage-transition simulations.",include,empirical,fitted_intervention_dynamics,"Natural-history progression transitions are fitted independently in ADNI and NACC, then a trial-derived treatment delay is applied and evaluated through long-term stage-transition simulations.","Full text, Methods and Results: two dataset-specific progression models, Clarity AD time-delay effect, treatment discontinuation scenarios, and years-to-severe-AD projections.",high
ALT-6dd7b171b472,fresh_alternate_public_search,Temporal order of clinical and biomarker changes in familial frontotemporal dementia.,"Unlike familial Alzheimer's disease, we have been unable to accurately predict symptom onset in presymptomatic familial frontotemporal dementia (f-FTD) mutation carriers, which is a major hurdle to designing disease prevention trials. We developed multimodal models for f-FTD disease progression and estimated clinical trial sample sizes in C9orf72, GRN and MAPT mutation carriers. Models included longitudinal clinical and neuropsychological scores, regional brain volumes and plasma neurofilament light chain (NfL) in 796 carriers and 412 noncarrier controls. We found that the temporal ordering of clinical and biomarker progression differed by genotype. In prevention-trial simulations using model-based patient selection, atrophy and NfL were the best endpoints, whereas clinical measures were potential endpoints in early symptomatic trials. f-FTD prevention trials are feasible but will likely require global recruitment efforts. These disease progression models will facilitate the planning of f-FTD clinical trials, including the selection of optimal endpoints and enrollment criteria to maximize power to detect treatment effects.","Staffaroni AM, Quintana M, Wendelberger B, Heuer HW, Russell LL, Cobigo Y, Wolf A, Goh SM, Petrucelli L, Gendron TF, Heller C, Clark AL, Taylor JC, Wise A, Ong E, Forsberg L, Brushaber D, Rojas JC, VandeVrede L, Ljubenkov P, Kramer J, Casaletto KB, Appleby B, Bordelon Y, Botha H, Dickerson BC, Domoto-Reilly K, Fields JA, Foroud T, Gavrilova R, Geschwind D, Ghoshal N, Goldman J, Graff-Radford J, Graff-Radford N, Grossman M, Hall MGH, Hsiung GY, Huey ED, Irwin D, Jones DT, Kantarci K, Kaufer D, Knopman D, Kremers W, Lago AL, Lapid MI, Litvan I, Lucente D, Mackenzie IR, Mendez MF, Mester C, Miller BL, Onyike CU, Rademakers R, Ramanan VK, Ramos EM, Rao M, Rascovsky K, Rankin KP, Roberson ED, Savica R, Tartaglia MC, Weintraub S, Wong B, Cash DM, Bouzigues A, Swift IJ, Peakman G, Bocchetta M, Todd EG, Convery RS, Rowe JB, Borroni B, Galimberti D, Tiraboschi P, Masellis M, Finger E, van Swieten JC, Seelaar H, Jiskoot LC, Sorbi S, Butler CR, Graff C, Gerhard A, Langheinrich T, Laforce R, Sanchez-Valle R, de Mendonça A, Moreno F, Synofzik M, Vandenberghe R, Ducharme S, Le Ber I, Levin J, Danek A, Otto M, Pasquier F, Santana I, Kornak J, Boeve BF, Rosen HJ, Rohrer JD, Boxer AL, Frontotemporal Dementia Prevention Initiative (FPI) Investigators.",2022,2022-09-22,,10.1038/s41591-022-01942-9,,https://europepmc.org/article/MED/36138153,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Learned multimodal disease trajectories are directly used in clinical-trial simulations for patient selection and endpoint planning.,exclude,not_applicable,no_learned_dynamics,The temporal order clinical biomarker changes familial frontotemporal dementia study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"Multimodal progression models are fitted to longitudinal clinical, imaging, and biomarker data by genotype, then operationally evaluated in prevention-trial simulations and endpoint selection.",include,empirical,fitted_multistep_dynamics,"Multimodal progression models are fitted to longitudinal clinical, imaging, and biomarker data by genotype, then operationally evaluated in prevention-trial simulations and endpoint selection.","Full text, Disease progression modeling and Trial simulations: 796 carriers, 412 controls, genotype-specific temporal ordering, modeled patient selection, endpoints, and sample sizes.",high
ALT-cc1c1352d964,fresh_alternate_public_search,The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories,"Mechanism-informed models that can simulate counterfactual mental-health trajectories remain scarce in digital phenotyping. Most existing approaches either predict outcomes from sensor-derived data without specifying the cross-domain generative process or reconstruct latent dynamics without encoding the mechanistic assumptions needed for intervention simulation. Here, we introduce the Coupled Stochastic Dynamical System (CSDS), a forward generative model that jointly simulates digital engagement, wearable physiology, and psychiatric burden as a family of coupled stochastic processes. Using the multi-year GLOBEM cohort (N=496) integrating passive sensing, ecological momentary assessment, and survey-based measures, we first identified four distinct behavioural phenotypes by clustering. Bayesian inversion of the CSDS satisfied 80–83% of clusters’ weighted phenotype targets through separable traitvulnerability, physical-activity, and affective-response parameter families. Participant-level inversion produced virtual twins that recovered the individual dynamic structure of complex human behaviours: Hidden Markov Models trained on the synthetic timeseries decoded observed state occupancy and transitions ( r =0.84–0.87 and 0.93–0.94), and outperformed mean- or persistence-based null models in shorthorizon magnitude prediction, with sparser affective channels showing horizon-stable directional forecasting above chance (66–78% balanced accuracy to 21 days). These findings position generative behavioural models as falsifiable and interpretable frameworks for studying youth mental-health trajectories and for developing future personalised interventions.","Koutsouleris N, Turner G, Grüning DJ, Penzel N, Jacobs G, Fietz J, Buciuman M, Urquijo M, Mena S, Fraza C, Lalousis P, Antonucci LA, Schneider S, Wang H, Jirsa V, Slovak P, Orben A.",2026,2026-07-29,,10.64898/2026.07.26.26358943,,https://europepmc.org/article/PPR/PPR1288838,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Data-adapted stochastic dynamics generate virtual-twin trajectories and are evaluated for transitions and multistep forecasts.,include,empirical,include_empirical,The coupled stochastic dynamical system generative simulating forecasting youth mental health study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"CSDS is calibrated by Bayesian inversion to multimodal longitudinal sensing and symptom data, then directly evaluates individual virtual-twin state transitions and forecasts through 21 days.",include,empirical,learned_multistep_dynamics,"CSDS is calibrated by Bayesian inversion to multimodal longitudinal sensing and symptom data, then directly evaluates individual virtual-twin state transitions and forecasts through 21 days.","Primary preprint, Methods and Results: GLOBEM cohort, coupled stochastic processes, phenotype and participant-level inversion, HMM transition recovery, and horizon forecasting.",high
ALT-009a6e0f911b,fresh_alternate_public_search,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,"Medical diagnosis assistant (MDA) aims to build an interactive diagnostic agent to sequentially inquire about symptoms for discriminating diseases. However, since the dialogue records for building a patient simulator are collected passively, the collected records might be deteriorated by some task-unrelated biases, such as the preference of the collectors. These biases might hinder the diagnostic agent to capture transportable knowledge from the simulator. This work identifies and resolves two representative non-causal biases, i.e., (i) default-answer bias and (ii) distributional inquiry bias. Specifically, Bias (i) originates from the patient simulator which tries to answer the unrecorded inquiries with some biased default answers. To eliminate this bias and improve upon a well-known causal inference technique, i.e., propensity score matching, we propose a novel propensity latent matching in building a patient simulator to effectively answer unrecorded inquiries; Bias (ii) inherently comes along with the passively collected data that the agent might learn by remembering what to inquire within the training data while not able to generalize to the out-of-distribution cases. To this end, we propose a progressive assurance agent, which includes the dual processes accounting for symptom inquiry and disease diagnosis respectively. The diagnosis process pictures the patient mentally and probabilistically by intervention to eliminate the effect of the inquiry behavior. And the inquiry process is driven by the diagnosis process to inquire about symptoms to enhance the diagnostic confidence which alters as the patient distribution changes. In this cooperative manner, our proposed agent can improve upon the out-of-distribution generalization significantly. Extensive experiments demonstrate that our framework achieves new state-of-the-art performance and possesses the advantage of transportability.",Junfan Lin; Keze Wang; Ziliang Chen; Xiaodan Liang; Liang Lin,2023,2023,IEEE transactions on pattern analysis and machine intelligence,10.1109/tpami.2023.3292363,,https://pubmed.ncbi.nlm.nih.gov/37405895/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A learned action-conditioned patient simulator supports sequential symptom inquiry and receives direct experimental evaluation.,exclude,not_applicable,no_learned_dynamics,"The causality aware inferring sequential discriminative medical diagnosis study evaluates education, training, or simulator hardware rather than learned patient dynamics.",include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"The patient simulator learns symptom-response behavior from passive clinical dialogues using propensity latent matching, and the interactive action-response process is evaluated for sequential diagnosis and out-of-distribution transportability.",include,empirical,action_conditioned_patient_simulator,"The patient simulator learns symptom-response behavior from passive clinical dialogues using propensity latent matching, and the interactive action-response process is evaluated for sequential diagnosis and out-of-distribution transportability.","Primary article, Methods and Experiments: learned answers to unrecorded inquiries, intervention-aware diagnosis, progressive symptom inquiry, simulator-agent interaction, and OOD comparisons.",high
ALT-2e0b832a46b2,fresh_alternate_public_search,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,"Clinical trials seeking to delay or prevent the onset of type 1 diabetes (T1D) face a series of pragmatic challenges. Despite more than 100 years since the discovery of insulin, teplizumab remains the only FDA-approved therapy to delay progression from Stage 2 to Stage 3 T1D. To increase the efficiency of clinical trials seeking this goal, our project sought to inform T1D clinical trial designs by developing a disease progression model-based clinical trial simulation tool. Using individual-level data collected from the TrialNet Pathway to Prevention and The Environmental Determinants of Diabetes in the Young natural history studies, we previously developed a quantitative joint model to predict the time to T1D onset. We then applied trial-specific inclusion/exclusion criteria, sample sizes in treatment and placebo arms, trial duration, assessment interval, and dropout rate. We implemented a function for presumed drug effects. To increase the size of the population pool, we generated virtual populations using multivariate normal distribution and ctree machine learning algorithms. As an output, power was calculated, which summarizes the probability of success, showing a statistically significant difference in the time distribution until the T1D diagnosis between the two arms. Using this tool, power curves can also be generated through iterations. The web-based tool is publicly available: https://app.cop.ufl.edu/t1d/. Herein, we briefly describe the tool and provide instructions for simulating a planned clinical trial with two case studies. This tool will allow for improved clinical trial designs and accelerate efforts seeking to prevent or delay the onset of T1D.",Juan Francisco Morales; Marian Klose; Yannick Hoffert; Jagdeep T Podichetty; Jackson Burton; Stephan Schmidt; Klaus Romero; Inish O'Doherty; Frank Martin; Martha Campbell-Thompson; Michael J Haller; Mark A Atkinson; Sarah Kim,2024,2024,CPT: pharmacometrics & systems pharmacology,10.1002/psp4.13193,,https://pubmed.ncbi.nlm.nih.gov/38961520/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A data-derived T1D progression model simulates treatment-control trials and evaluates counterfactual trial power.,exclude,not_applicable,no_learned_dynamics,The type 1 diabetes prevention clinical trial simulator case reports informed study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A joint natural-history model fitted to TrialNet and TEDDY data drives virtual progression to type 1 diabetes, treatment-effect scenarios, and repeated trial-power simulations.",include,empirical,fitted_multistep_dynamics,"A joint natural-history model fitted to TrialNet and TEDDY data drives virtual progression to type 1 diabetes, treatment-effect scenarios, and repeated trial-power simulations.","Full text, Disease progression model and Case studies: individual-level natural history, virtual-population generation, time-to-onset transitions, assumed drug effects, and power curves.",high
ALT-dcb2580cae0b,fresh_alternate_public_search,Using an optimized generative model to infer the progression of complications in type 2 diabetes patients.,"BACKGROUND: People live a long time in pre-diabetes/early diabetes without a formal diagnosis or management. Heterogeneity of progression coupled with deficiencies in electronic health records related to incomplete data, discrete events, and irregular event intervals make identification of pre-diabetes and critical points of diabetes progression challenging. METHODS: We utilized longitudinal electronic health records of 9298 patients with type 2 diabetes or prediabetes from 2005 to 2016 from a large regional healthcare delivery network in China. We optimized a generative Markov-Bayesian-based model to generate 5000 synthetic illness trajectories. The synthetic data were manually reviewed by endocrinologists. RESULTS: We build an optimized generative progression model for type 2 diabetes using anchor information to reduce the number of parameters learning in the third layer of the model from [Formula: see text] to [Formula: see text], where [Formula: see text] is the number of clinical findings, [Formula: see text] is the number of complications, [Formula: see text] is the number of anchors. Based on this model, we infer the relationships between progression stages, the onset of complication categories, and the associated diagnoses during the whole progression of type 2 diabetes using electronic health records. DISCUSSION: Our findings indicate that 55.3% of single complications and 31.8% of complication patterns could be predicted early and managed appropriately to potentially delay (as it is a progressive disease) or prevented (by lifestyle modifications that keep patient from developing/triggering diabetes in the first place). CONCLUSIONS: The full type 2 diabetes patient trajectories generated by the chronic disease progression model can counter a lack of real-world evidence of desired longitudinal timeframe while facilitating population health management.",Xiaoxia Wang; Yifei Lin; Yun Xiong; Suhua Zhang; Yanming He; Yuqing He; Zhikun Zhang; Joseph M Plasek; Li Zhou; David W Bates; Chunlei Tang,2022,2022,BMC medical informatics and decision making,10.1186/s12911-022-01915-5,,https://pubmed.ncbi.nlm.nih.gov/35778708/,journal-article,crossref;europe_pmc;pubmed,"""disease progression model"" generative intervention;europe_pmc_core;pubmed_core",indexed,,include,empirical,include_empirical,The learned generative progression model produces and evaluates full synthetic diabetes trajectories from longitudinal records.,include,empirical,include_empirical,The optimized generative infer progression complications type 2 diabetes patients study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A Markov-Bayesian model learns complication-stage transitions from longitudinal EHRs, generates full synthetic illness trajectories, and evaluates transition patterns through clinician review and early-prediction analysis.",include,empirical,learned_multistep_dynamics,"A Markov-Bayesian model learns complication-stage transitions from longitudinal EHRs, generates full synthetic illness trajectories, and evaluates transition patterns through clinician review and early-prediction analysis.","Full text, Methods and Results: 9,298 patients, anchor-optimized parameter learning, 5,000 generated trajectories, endocrinologist review, and complication-pattern prediction.",high
AUD-eb75e7258782,primary_search_alternate_filter,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,"Digestive tract cancers, including hepatobiliary and gastrointestinal malignancies, remain a major oncological burden globally. Immunotherapy efficacy rates are low, with only 15% to 30% of patients experiencing responses following treatment. Tumor-associated macrophages, which change phenotype between a pro-inflammatory and an immunosuppressive state, play a key role in determining the response to therapy, and current static biomarkers are inadequate for capturing the spatial-temporal changes associated with the immune response. We developed a bioinspired digital twin platform integrating variational representation learning with causal sequence modeling. The platform incorporates heterogeneous biological data (1.2 million single-cell transcriptomes, spatial immunophenotyping, and clinical trajectories) from 2,847 individuals across 5 digestive cancer types. Graph-based attention mechanisms encode intercellular interactions, while transformer-based temporal modules simulate immunological state transitions. A model-predictive optimization layer identifies patient-specific interventions maximizing repolarization potential. The biomimetic model predicted the outcome of therapy response better than conventional biomarker models did (area under the receiver operating characteristic curve: 0.847 compared to 0.692 with a statistically significant difference at P below 0.001). In an exploratory, nonrandomized analysis of discordant cases ( n = 156) where model and physician recommendations differed, model-guided treatment was associated with higher response rates (47.4% versus 28.2%) and longer median progression-free survival (9.8 months versus 6.0 months; P = 0.003); however, selection bias cannot be excluded. This study provides preliminary evidence for the feasibility of a computational framework for immunotherapy optimization; prospective randomized trials are required to establish clinical utility.","Zhou L, Tan Y, Lv W, Lin K, Li F, Ouyang W, Zhang D.",2026,2026-06-16,,10.34133/cbsystems.0559,,https://europepmc.org/article/MED/42644119,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract,include,empirical,include_empirical,"Learned temporal immune transitions support simulated interventions, predictive evaluation, and model-predictive treatment optimization.",include,empirical,include_empirical,The deep generative macrophage immune response hepato intestinal tumor therapy optimization study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A temporal transformer learns macrophage-state transitions from single-cell, spatial, and clinical trajectories; model-predictive control evaluates patient-specific repolarization interventions and therapy outcomes.",include,empirical,action_conditioned_closed_loop_control,"A temporal transformer learns macrophage-state transitions from single-cell, spatial, and clinical trajectories; model-predictive control evaluates patient-specific repolarization interventions and therapy outcomes.","Full text, Model and Results: variational state representation, causal sequence transition module, intervention optimization, response AUROC, and discordant-treatment outcome analysis.",high
