candidate_id,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status
MWM-0011,Action-Conditioned World Model for Goal Plane Probe Guidance in Robotic Ultrasound,"We present an action-conditioned world model framework for goal plane probe guidance in robotic ultrasound, with a focus on neck ultrasound scanning. Autonomous ultrasound tasks often require large numbers of probe-motion trajectories for training, but collecting high-quality demonstrations is labor-intensive and explicit simulators are difficult to build because ultrasound appearance depends on contact, tissue deformation, and view-dependent acoustic artifacts. We address this problem with a two-stage model-based learning pipeline. First, a latent conditional diffusion world model predicts future ultrasound observations from recent context frames, probe motions and temporal offset. Second, a goal-conditioned temporal transformer predicts ordered probe motions and is fine-tuned using rewards from the frozen world model. Experiments on the self-collected dataset show that the world model preserves action-dependent anatomical structure on target-directed scans. In real-world closed loop experiments, the framework achieves success rates of 70.0\% for carotid guidance and 65.0\% for thyroid guidance. These results demonstrate the potential of learned ultrasound dynamics for training goal-directed robotic probe navigation.",Siqi Fan; Mingcong Chen; Ran Liu; Zixuan Yang; Xiaoyu Fu; Xiaoqing Gao; Yunhui Liu; Hongbin Liu,2026,2026-07-24,arXiv (Cornell University),,2607.21918,https://arxiv.org/abs/2607.21918,preprint,openalex,"""world model"" echocardiography;""world model"" medicine;""world model"" patient;""world model"" physiology",open-access
MWM-0012,Affective Music Recommendation: A Rollout-Based World Model for Offline Preference Optimization,"Functional music applications, from consumer focus and sleep aids to clinical interventions, share a distinctive recommendation problem: success is defined by the listener's affective state, but online experimentation on emotion is ethically constrained, particularly for clinical populations who cannot reliably skip a song or report distress. We describe AMRS, the Affective Music Recommendation System deployed on LUCID's health-and-wellness platforms, which serve clinical users (primarily older adults with neurocognitive conditions) and consumer-wellness users across energize, focus, calm, and sleep modes. AMRS is built around a rollout-based world model: a causal transformer trained on logged listening data to jointly predict engagement, binary rating, and self-reported valence and arousal. The world model serves both as an in-silico simulator for offline policy training and as a stress-testing tool before deployment. A recommender policy initialized by behaviour cloning is fine-tuned offline with Direct Preference Optimization (DPO) against a configurable multi-objective utility function. Under a strict cold-start protocol, the world model predicts both behavioural and affective signals with usable fidelity; DPO improves predicted valence and arousal over the cloned baseline while maintaining a similar diversity profile and avoiding the distributional collapse produced by greedy optimization. We position the work as an early deployed validation of a methodology for affective recommendation when online experimentation is ethically untenable.",Audrey Chan; Aaron Labbe; Jacob Lavoie; Jordan Bannister; Arsène Fansi Tchango; Guillaume Lajoie; Laurent Charlin,2026,2026-05-27,arXiv (Cornell University),10.48550/arxiv.2605.28810,2605.28810,https://arxiv.org/abs/2605.28810,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment",open-access
MWM-0013,Agentifying Patient Dynamics within LLMs through Interacting with Clinical World Model,"Sepsis management in the ICU requires sequential treatment decisions under rapidly evolving patient physiology. Although large language models (LLMs) encode broad clinical knowledge and can reason over guidelines, they are not inherently grounded in action-conditioned patient dynamics. We introduce SepsisAgent, a world model-augmented LLM agent for sepsis treatment recommendation. SepsisAgent uses a learned Clinical World Model to simulate patient responses under candidate fluid--vasopressor interventions, and follows a propose--simulate--refine workflow before committing to a prescription. We first show that world-model access alone yields inconsistent LLM decision performance, motivating agent-specific training. We then train SepsisAgent through a three-stage curriculum: patient-dynamics supervised fine-tuning, propose--simulate--refine behavior cloning, and world-model-based agentic reinforcement learning. On MIMIC-IV sepsis trajectories, SepsisAgent outperforms all traditional RL and LLM-based baselines in off-policy value while achieving the best safety profile under guideline adherence and unsafe-action metrics. Further analysis shows that repeated interaction with the Clinical World Model enables the agent to learn regularities in patient evolution, which remain useful even when simulator access is removed.",Minghao Wu; Yuting Yan; Zhenyang Cai; Ke Ji; Chuangsen Fang; Ziying Sheng; Xidong Wang; Rongsheng Wang; Hejia Zhang; Shuang Li; Benyou Wang; Hongyuan Zha,2026,2026-05-14,arXiv (Cornell University),10.48550/arxiv.2605.14723,2605.14723,https://doi.org/10.48550/arxiv.2605.14723,preprint,openalex,"""clinical world model"";""world model"" clinical;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access
MWM-0014,AI and Pathology Training,"The rapid progress in digital pathology (DP) and artificial intelligence (AI) offers a transformative opportunity to reshape and advance the practice of pathology. Pathologists-in-training should develop proficiency in using AI-driven tools, while not needing to be experts in AI engineering. This chapter explores the transformative opportunities that AI offers for pathology, defines critical knowledge areas for pathology trainees to safely integrate AI into clinical practice, emphasizing data fundamentals, awareness of common AI pitfalls, and the essential human oversight required to manage risk. Readers will learn the potential use cases for AI application for pathology in clinical, educational, and research settings to recognize key data integrity issues—including specimen quality concerns, assay variability, reference interval mismatches, and temporal population shifts—which significantly impact AI reliability. The chapter emphasizes the importance of identifying sources of AI errors, including hallucinations, bias, overfitting, and differences between published versus real-world model performance. Instructional modules use clinically relevant scenarios to illustrate AI limitations and the importance of interpretability tools, regulatory awareness, and ethical considerations. Trainees will need to develop skills to critically evaluate AI outputs, thoughtfully integrate AI into diagnostic workflows, and clearly communicate AI limitations within interdisciplinary care contexts, safeguarding patient care against automation bias and unnoticed AI failures.",Wenchao Han; Steven N. Hart,2026,2026-09-09,,10.1201/9781003617167-6,,https://doi.org/10.1201/9781003617167-6,book-chapter,openalex,"""world model"" clinical;""world model"" patient",indexed
MWM-0015,AI-DRIVEN EVOLUTION IN SURGICAL ROBOTICS: A COMPREHENSIVE REVIEW OF ASSISTED AND AUTONOMOUS SURGERY,"The increasing demand for high-quality surgical care, together with the uneven distribution of experienced surgeons and advanced medical infrastructure, has motivated growing interest in AI-enabled surgical robotics. Recent advances in machine learning, multimodal foundation models, embodied intelligence, and robotic control have created new opportunities for improving perception, navigation, planning, and task-specific automation in surgical systems. However, the current evidence base remains heterogeneous: many reported capabilities have been demonstrated only in simulation, phantom models, ex vivo experiments, animal studies, or narrowly defined clinical scenarios. Therefore, claims regarding clinical outcome improvement, scalability, and healthcare equity require careful interpretation and further validation. This paper presents a review of AI-assisted and autonomous surgical robotics. We summarize recent progress across three major technical dimensions: surgical information acquisition and scene understanding, autonomous motion synthesis and control, and simulation-based validation platforms, including emerging world-model approaches. We also review foundational concepts such as levels of surgical autonomy, surgical navigation, robotic platforms, and representative AI architectures. Particular attention is given to distinguishing demonstrated capabilities from translational potential and long-term visions of autonomous surgery. The review suggests that AI-enabled surgical systems have shown promise in selected tasks, including surgical phase recognition, instrument and tissue perception, robotic skill learning, suturing, tracking, and simulation-based policy validation. Nevertheless, high-level surgical autonomy remains at an early stage, and its clinical deployment is constrained by data scarcity, limited generalizability, insufficient standardized benchmarks, safety-critical control requirements, interpretability, regulatory uncertainty, and ethical concerns regarding responsibility and supervision. Future progress will depend not only on algorithmic innovation, but also on rigorous validation, transparent human–robot collaboration frameworks, and evidence-based assessment of clinical value.",Jinfang Wang; Xinkang Zhang; Xinrong Chen,2026,2026-07-21,Journal of Mechanics in Medicine and Biology,10.1142/s0219519426400683,,https://doi.org/10.1142/s0219519426400683,article,openalex,"""world model"" clinical",indexed
MWM-0016,An Explicit World Model Based on Data-First Ontology: DaoQL Multimodal Storage Validation and Counterfactual Reasoning Evaluation,"Large language models encode world models implicitly in neural weights, which exposes four structural risks in high-precision domains such as medicine and finance: hallucination, frozen knowledge, poor explainability, and poor modifiability. This paper proposes data-first ontology: LLMs are treated as reasoning and language engines, while deterministic knowledge is moved into an explicit multimodal database, DaoQL. We formalize an explicit world model and show that, under rule independence, deterministic evaluation, and fixed conflict resolution, explicit models provide a sufficient condition for composable counterfactual decomposability; implicit models lack atomic read/delta semantics and therefore provide no comparable architectural guarantee. The implemented system focuses on DaoQL's verified storage layer and explicit Eval path, integrating graph, column, vector, and full-text engines within one process. KVCache graph nodes, expert hot updates, and the DaoQL-Agent runtime remain future work. On an embedded same-machine setup, DaoQL reports graph BFS at 1.20 ms, HNSW at 83.1 us, and a Fluent hybrid query at 105.8 us; these results indicate engineering potential but must be interpreted with deployment-shape differences from client-server systems. Exploratory measurements on LDBC SNB SF1 and ANN-Benchmarks further show 34/34 query coverage with interactive-class queries mostly in the sub-millisecond to millisecond range, but only 1.8 QPS overall due to long-tail BI/IC queries; ANN-Benchmarks reaches Recall@10 >= 99% at thousand-level QPS after a bridge-edge protection fix. In a five-domain counterfactual experiment (n = 1250), DaoQL+GPT-4o achieves 94% composable counterfactual decomposability, 49 percentage points above GPT-4o alone. The paper explicitly separates provable structure, preliminary empirical evidence, and architectural roadmap claims.",Zhanbo Li; Shifeng Wu; Xiangjin Meng; Wenjie Cai,2026,2026-07-19,arXiv (Cornell University),10.48550/arxiv.2607.17269,2607.17269,https://doi.org/10.48550/arxiv.2607.17269,preprint,openalex,"""world model"" medicine",open-access
MWM-0017,An Omitted Mode Is a Rare Rule: The Sampling-Verification Danger Law in Continuous Code World Models,"In the Code World Model paradigm an LLM synthesizes an executable world model that a classical planner searches, and the model is accepted when it reproduces sampled transitions. We ask what that acceptance certifies in continuous control. We define the pipeline's danger as an expected risk and isolate its exact factor: the probability that N i.i.d. gate rollouts all miss a critical event of probability r is exactly (1-r)^N; an independent acceptance sample adds its budget to the exponent. On three hybrid instruments the accepted mode-blind model is exploited: the planner is pinned at the mode boundary at a regret of nearly the whole attainable return. We prove a localization budget, valid at boundary points: models with Lipschitz constant at most L differing by eta at a point disagree above tolerance eps on a region of volume at least kappa((eta-eps)/L)^(d+m); the discontinuous reset modes studied pay no such budget. With real LLM synthesis, GPT-5.x repairs an omitted 1D clamp in 105 of 111 mode-containing draws -- every attempt exact on 50 of 56 instrument-stream blocks (95% CI [0.781, 0.960]). On 2D regions no artifact recovers the rule (0/156); eight targeted interventions leave the failure in place, and positive controls locate it: a located rule is not induced, while given form and location the constants follow exactly. A version-space certificate proves identification is class-relative: at the widest dose the declared fit succeeds in 20/20 blocks and every sample-consistent circle is within tolerance in 18/20. We prove a class of entry rules exactly consistent with every sample yet harmless at play, so identifiability is a measurable property of the instrument. Re-scoring all 1034 artifacts on independent samples confirms acceptance certifies sample consistency and no more: where the gate is provably informative it covers about two percent of the exploited planner's queries.",Javier Aguilar Martín,2026,2026-08-18,arXiv (Cornell University),10.48550/arxiv.2608.17956,2608.17956,https://arxiv.org/abs/2608.17956,preprint,openalex,"""world model"" treatment",open-access
MWM-0018,Arti-JEPA: Adapting Video World Model to Real-Time MRI of the Vocal Tract for Speech-Production Analysis,"Real-time MRI (rtMRI) captures the dynamics of the entire vocal tract during speech, but labeled data are scarce and the modality - single-slice, grayscale, low-resolution - differs substantially from the natural videos that video foundation models are trained on. We introduce Arti-JEPA, a joint embedding predictive architecture to model vocal tract rtMRI by continuing its self-supervised objective on about 62h of unlabelled vocal-tract videos, and evaluate the frozen representation on three tasks: cross-domain phoneme prediction (on typical speakers), fluent-vs-disfluent classification (a corpus containing stuttered speech), and characterizing pre/post-operative transfer (after partial glossectomy). Three key findings emerge. (1) A temporal video prior decisively outperforms per-frame image encoders, and latent prediction (V-JEPA) is at least as strong as pixel reconstruction (VideoMAE), with the edge on fine-grained phonemes. (2) Domain adaptation is \emph{task-dependent}: it roughly doubles cross-domain phoneme prediction $κ$ (to 0.352) but does not help binary stuttering classification. (3) Arti-JEPA was able to recover phoneme signal from pre/post glossectomy speech --- an in-domain probe decodes patients at least as well as a typical speaker, indicating that the residual transfer gap is cross-speaker/domain misalignment, not surgical signal loss, and post-operative decoding does not fall below performance on pre-operative speech. Together, these position a frozen, domain-adapted rtMRI encoder as a reusable measurement tool for articulatory and clinical speech science.",Hong Nguyen; Sean Foley; Christina Hagedorn; Yijing Lu; Sudarsana Reddy Kadiri; Dani Byrd; Shrikanth Narayanan,2026,2026-09-09,arXiv (Cornell University),10.48550/arxiv.2609.09757,,https://doi.org/10.48550/arxiv.2609.09757,preprint,openalex,"""world model"" clinical;""world model"" patient",open-access
MWM-0019,Artificial intelligence applications in infectious disease surveillance and outbreak prevention at mass gatherings: The Hajj experience,"Mass gatherings pose substantial challenges for infectious disease surveillance and outbreak prevention due to extreme crowd density, international travel, and operational complexity. Traditional surveillance systems, while effective for retrospective analysis, may lack the timeliness required for early outbreak detection and real-time decision-making during large-scale events. The Hajj pilgrimage, the world’s largest recurrent mass gathering, provides a unique and well-established setting for evaluating innovative public health surveillance strategies. This review aims to examine current and emerging applications of artificial intelligence (AI) in infectious disease surveillance and outbreak prevention at mass gatherings, with a specific focus on the Hajj experience, and to identify transferable lessons relevant to global mass gathering medicine. A narrative review of the literature was conducted using PubMed/MEDLINE, Scopus, and Web of Science, covering publications from January 2000 through February 2026. The review included studies, reviews, modeling analyses, and authoritative public health reports addressing AI-enabled surveillance, digital health tools, and outbreak prevention strategies relevant to mass gatherings. Evidence was synthesized thematically according to key domains of AI application. AI-enabled approaches—including syndromic surveillance, digital contact tracing, crowd density analytics, thermal screening, and predictive modeling—have enhanced real-time situational awareness and early outbreak detection during mass gatherings. Experience from the Hajj demonstrates the value of integrating heterogeneous data streams through centralized command-and-control systems, enabling proactive public health responses and optimized healthcare resource allocation. Despite these advances, challenges related to data governance, interoperability, workforce readiness, algorithmic bias, and public trust remain significant barriers to widespread implementation. Artificial intelligence has the potential to substantially strengthen infectious disease surveillance and outbreak prevention at mass gatherings when integrated within robust public health governance frameworks. The Hajj serves as a scalable, real-world model for AI-enabled surveillance and a functional prototype for preparedness against emerging threats, including “Disease X.” Lessons derived from this setting are broadly applicable to other mass gatherings and contribute to strengthening global health security. • Artificial intelligence enhances real-time infectious disease surveillance at mass gatherings • The Hajj pilgrimage provides a scalable model for AI-enabled outbreak prevention • AI-supported syndromic surveillance improves early detection and situational awareness • Digital contact tracing and predictive modeling support proactive public health responses • Ethical governance and workforce readiness are essential for responsible AI deployment",Mohammed Alsaeed; Mohammed Alsaeed; Sirine Ahmad; Alaa Alibrahim; Shahad Alshehri; Mikqdad A. Alsaeed; Mikqdad A. Alsaeed; Diaa Shosha; Nabih Alansari; Yousef Alsharhan; Norah Alromaih; Hassan Almarhabi; Ali Rabaan,2026,2026-03-17,Mass gathering medicine.,10.1016/j.mgmed.2026.100058,,https://doi.org/10.1016/j.mgmed.2026.100058,article,openalex,"""world model"" medicine",open-access
MWM-0020,ARYA: A Physics-Constrained Composable & Deterministic World Model Architecture,"This paper presents ARYA, a composable, physics-constrained, deterministic world model architecture built on five foundational principles: nano models, composability, causal reasoning, determinism, and architectural AI safety. We demonstrate that ARYA satisfies all canonical world model requirements, including state representation, dynamic prediction, causal and physical awareness, temporal consistency, generalization, learnability, and planning and control. Unlike monolithic foundation models, the ARYA foundation model implements these capabilities through a hierarchical system-of-system-of-systems of specialized nano models, orchestrated by AARA (ARYA Autonomous Research Agent), an always-on cognitive daemon that executes a continuous sense-decide-act-learn loop. The nano model architecture provides linear scaling, sparse activation, selective untraining, and sub-20-second training cycles, resolving the traditional tension between capability and computational efficiency. A central contribution is the Unfireable Safety Kernel: an architecturally immutable safety boundary that cannot be disabled or circumvented by any system component, including its own self-improvement engine. This is not a social or ethical alignment statement; it is a technical framework ensuring human control persists as autonomy increases. Safety is an architectural constraint governing every operation, not a policy layer applied after the fact. We present formal alignment between ARYA's architecture and canonical world model requirements, and report summarizing its state-of-the-art performance across 6 of 9 competitive benchmarks head-to-head with GPT-5.2, Opus 4.6, and V-JEPA-2. All with zero neural network parameters, across seven active industry domain nodes spanning aerospace, pharma manufacturing, oil and gas, smart cities, biotech, defense, and medical devices.",Seth Dobrin; Lukasz Chmiel,2026,2026-03-22,"cs.AI, cs.DC",10.48550/arxiv.2603.21340,2603.21340,https://arxiv.org/abs/2603.21340,preprint,arxiv,arxiv_html_fallback,preprint
MWM-0021,"AUGMANITAI / NEOMANITAI — Explicitation Protocol and Factor-Graph-Based World Models: Complementary Positioning Working Paper (Restricted Snapshot v5, 2026-04-24)","Extended restricted snapshot (v5) of the AUGMANITAI / NEOMANITAI research bundle. Author: Andreas Ehstand, independent researcher, Starnberg, Germany. ORCID 0009-0006-3773-7796. Wikidata Q138634675. This version is a working paper. This version adds Paper G, which positions the Explicitation Protocol relative to two prominently discussed programmes in contemporary world-model research: the factor-graph-based formulation of sensing, estimation, and planning recently developed under the designation STAG (Dellaert 2026), and the energy-based Joint-Embedding Predictive Architecture line pursued by LeCun and collaborators, most recently instantiated in LeWorldModel (Maes, Le Lidec, Scieur, LeCun, Balestriero 2026). Paper G — The Explicitation Protocol and Factor-Graph-Based World Models. 21 pages, ~8,966 words (incl. disclaimer). Develops a three-layer positioning of the world-model stack: architectural (Layer 1), learning-dynamics (Layer 2), and representational-vocabulary (Layer 3). STAG and JEPA operate at Layers 1–2; the Explicitation Protocol operates at Layer 3. The three programmes are structurally composable rather than competing. Six concrete points of complementarity are developed: named variables of state, factor types at the objective boundary, latent-dimension semantics in JEPA, compositional structure of hierarchical architectures, the cost module in LeCun's six-module framework, and transfer of learned content across systems. Five foreseeable objections are addressed directly. No priority claim over the Dellaert–LeCun factor-graph/energy-based correspondence is made. Central positioning, stated directly. Factor-graph-based architectures (STAG, STEAP) and energy-based joint-embedding architectures (JEPA, I-JEPA, V-JEPA, V-JEPA 2, LeWorldModel, H-JEPA) are architectural proposals. The Explicitation Protocol is a protocol proposal at a different layer. Architecture and protocol do not compete; they compose. The paper specifies precisely how and at which points. Status: Working Paper. This deposit is an interim research document. Its formulations, examples, and positioning arguments are provisional and subject to revision based on further empirical work, reviewer input, and community discourse. The paper documents a snapshot of ongoing research, not a finalised position. Methodological provenance. The underlying decomposition discipline originates in Leistungsfaktorenanalyse (performance-factor analysis) as practiced at ITF-tour and Bundesliga-level tennis coaching and has been transferred to representation-capable artificial systems under the wider research designation PERMANITAI. The existing empirical record consists of 5,524 ISO-aligned intensional definitions with 50,653 SKOS-compliant semantic relations across 274 specialist fields, produced over nine months. Relation to prior deposits in this series. Companion to the Technical Paper (10.5281/zenodo.19691489), Mathematical Foundations (10.5281/zenodo.19691491), public Concept statement (10.5281/zenodo.19691495), Explicitation Protocol v2 (10.5281/zenodo.19701316), Extended Series v3 with Papers A–C (10.5281/zenodo.19701432), and Complete Series v4 with Papers D–F (10.5281/zenodo.19701495). All prior files from v1 through v4 are retained in v5 unchanged. Access. Restricted. Requests are evaluated individually. Contact via the author's ORCID record. Legitimate research, review, or legal parties are welcome. License: Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0). Record date: 24 April 2026. AUGMANITAI 26§ Full Disclaimer — Bilingual (EN + DE) — Version 4.0 For use on: Zenodo, GitHub, GitHub Pages, HuggingFace, npm, PyPI, LinkedIn, Medium, ORCID, Wikidata, all publications and platforms Disclaimer / Haftungsausschluss English (EN) §1 Descriptive Nature (D): All content within the AUGMANITAI framework, including all terminological definitions, term descriptions, framework descriptions, performance factor analyses, substrate tables, and research hypotheses, is exclusively descriptive (D). Every statement documents observed or proposed phenomena without expressing any normative position regarding how things should be. §2 No Recommendation: No content within this framework constitutes, implies, or should be interpreted as a recommendation for any specific action, behavior, technology adoption, product selection, organizational change, investment, career decision, or personal choice. Readers are solely responsible for their own decisions. §3 No Instruction: This framework does not instruct anyone to do anything. No content should be interpreted as a set of instructions, a how-to guide, a tutorial, a training manual, or an operational protocol. All content describes what has been observed, not what should be done. §4 No Advice: No content within this framework constitutes professional advice of any kind, including but not limited to business advice, career advice, technology advice, organizational advice, strategic advice, personal advice, educational advice, or any other form of guidance. This is a research framework, not a consultancy. §5 No Normative Position: The AUGMANITAI framework takes no normative position on any matter. It does not express, imply, or endorse any view about what is right, wrong, better, worse, preferable, or optimal. All evaluative language, where present, describes observed patterns and proposed hypotheses, not the author's normative stance. §6 No Medical Position: No content within this framework constitutes, implies, or should be interpreted as medical information, medical advice, medical diagnosis, medical treatment recommendation, or medical opinion. Terms that describe cognitive, perceptual, or affective phenomena are terminological descriptions for research purposes, not medical or clinical assessments. §7 No Therapeutic Position: No content within this framework constitutes, implies, or should be interpreted as therapeutic advice, therapeutic intervention, psychotherapeutic guidance, counseling, or any form of mental health treatment. Any resemblance to therapeutic concepts is incidental to the terminological description of observed phenomena. §8 No Diagnostic Position: No content within this framework constitutes, implies, or should be interpreted as a clinical diagnosis, psychological assessment, cognitive evaluation, or any form of diagnostic instrument. Performance factor analyses describe research constructs, not clinical diagnostic categories. §9 No Legal Position: No content within this framework constitutes, implies, or should be interpreted as legal advice, legal opinion, legal analysis, regulatory guidance, compliance advice, or any form of legal counsel. References to legal frameworks (such as the EU AI Act) are descriptive and do not constitute legal interpretation. §10 No Moral Position: No content within this framework constitutes, implies, or should be interpreted as a moral judgment, ethical prescription, or philosophical position about what is morally right or wrong. Ethical observations within the framework are descriptive accounts of observed phenomena, not moral imperatives. §11 Academic and Research Purposes: All content within this framework is intended exclusively for academic discourse, scientific research, scholarly communication, and educational purposes within the research community. This is a research project contributing to the scientific understanding of human-AI interaction, not a commercial product or service. §12 AI Assistance Disclosure: Content within this framework was developed with the assistance of artificial intelligence systems, including large language models. The author used AI tools as research instruments for systematic observation, documentation, and formalization of interaction phenomena. AI-generated content has been reviewed, validated, edited, and curated by the human author. §13 Author Review and Validation: All terms, definitions, framework descriptions, performance factor analyses, and research hypotheses have been individually reviewed, validated, and published by the author, Andreas Ehstand. The author assumes responsibility for the published content in its capacity as a descriptive research framework. §14 Age Restriction (18+): All content within this framework is intended for users who are 18 years of age or older. The terminological descriptions address complex cognitive, psychological, and interaction phenomena that require mature interpretation within an academic context. §15 Independent Academic Project: The AUGMANITAI framework, including PFT-MKI (Performance Factor Theory of Human-AI Interaction), ROBMANITAI, Neomanitai, and all associated publications, is an independent academic research project. It is not affiliated with, endorsed by, or sponsored by any university, corporation, government agency, or other institution unless explicitly stated otherwise. §16 No Professional Service: No content within this framework constitutes, implies, or should be interpreted as a professional service, consulting engagement, coaching service, training program, workshop offering, or any form of professional service delivery. The framework is published as open-access research, not as a service. §17 No Offer: No content within this framework constitutes, implies, or should be interpreted as a commercial offer, business proposal, service offering, product launch, sales pitch, or invitation to enter into any commercial relationship. The framework is a research publication, not a commercial communication. §18 No Commercial Product: The AUGMANITAI framework is not a commercial product. It is not software, not a platform, not a tool, not an application, and not a service for sale. It is a published academic research framework made available under a Creative Commons license for research and educational purposes. §19 Empirical Claims Subject to Peer Review: All empirical claims, research hypotheses",Andreas Ehstand,2026,2026-04-23,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19706893,,https://doi.org/10.5281/zenodo.19706893,article,openalex,"""world model"" clinical;""world model"" treatment",open-access
