audit_id,route,title,decision,corpus_type,reason_code,dynamics,evaluation,lineage,full_text_url,rationale,confidence
ALT-3c5208bdbe14,fresh_alternate_public_search,Progression of type 1 diabetes from latency to symptomatic disease is predicted by distinct autoimmune trajectories.,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC8938551/,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-daa53240ed85,fresh_alternate_public_search,Quantifying Genetic and Environmental Factors Accounting for Multistage Progression of Precancerous Lesions and Oral Cancer: Applications to Risk-Guided Prevention.,exclude,not_applicable,no_learned_dynamics,hand-specified or simulation-trained dynamics without observed-data transition fitting,scenario simulation does not validate learned medical transitions,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC12248456/,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",high
ALT-8c0d38af637d,fresh_alternate_public_search,Quantifying Uncertainty in Alzheimer’s Disease Progression Modelling: A Variational Disease Progression Score Framework,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://doi.org/10.64898/2026.08.19.26360855,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-ca8c7adfc7a7,fresh_alternate_public_search,Quantitative Comparisons of Progressive Supranuclear Palsy Rating Scale Versions Using Item Response Theory.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC11657017/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-86ecd04e07f7,fresh_alternate_public_search,Risk Factor Identification in Heterogeneous Disease Progression with L1-Regularized Multi-state Models.,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC8982743/,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-0f23277c8ef6,fresh_alternate_public_search,Role of Digital Twin Technology in Medical Sector—Toward Ensuring Safe Healthcare,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1002/9781119842316.ch5,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-a5e6fa903faf,fresh_alternate_public_search,s-SuStaIn: Scaling subtype and stage inference via simultaneous clustering of subjects and biomarkers.,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://europepmc.org/article/MED/40046824,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-422955863466,fresh_alternate_public_search,scMTG reconstructs single-cell temporal dynamics with Markov transition generators,include,empirical,include_empirical,data-fitted state-transition dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.64898/2026.06.04.730241,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-c71fc7548383,fresh_alternate_public_search,SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.1016/j.neurobiolaging.2021.12.015,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-497c77ec105e,fresh_alternate_public_search,Simulating the outcome of a clinical intervention from a data‐driven model of Alzheimer's disease progression,exclude,not_applicable,duplicate_publication,same dynamics as retained publication,same evaluation as retained publication,full journal article retained at row 157,https://pmc.ncbi.nlm.nih.gov/articles/PMC8168944/,This is an earlier or less complete publication version of the retained study.,high
ALT-b6f8ec5868d5,fresh_alternate_public_search,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,intervention or policy simulations evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC8168944/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-5bec8ffd48d9,fresh_alternate_public_search,Simulation of long-term lecanemab treatment effect on Alzheimer's disease progression.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,intervention or policy simulations evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC13283907/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-6ef29c270060,fresh_alternate_public_search,Simulation of the COVID-19 epidemic on the social network of Slovenia: Estimating the intrinsic forecast uncertainty.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,future trajectories or next states evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC7451520/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-8ea9085176e4,fresh_alternate_public_search,Simulation of the COVID-19 pandemic on the social network of Slovenia: estimating the intrinsic forecast uncertainty,exclude,not_applicable,duplicate_publication,same dynamics as retained publication,same evaluation as retained publication,journal version retained at row 159,https://pmc.ncbi.nlm.nih.gov/articles/PMC7451520/,This is an earlier or less complete publication version of the retained study.,high
ALT-afc5b7064ab2,fresh_alternate_public_search,Simulation of the Progression of the COVID-19 Disease in Northwest Syria Using Basic and Adjusted SIR Model,include,empirical,include_empirical,fitted continuous-time state dynamics,future trajectories or next states evaluated,retained primary version,https://doi.org/10.21203/rs.3.rs-339649/v1,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-ed87368a386c,fresh_alternate_public_search,Simulation-Based Inference for Whole-Brain Network Modeling of Epilepsy using Deep Neural Density Estimators,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.1101/2022.06.02.22275860,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-656641ee746b,fresh_alternate_public_search,Single versus multiple inhaler triple therapy in COPD using data from the pragmatic INTREPID trial: cost-effectiveness analysis from the Chilean public healthcare system perspective.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,intervention or policy simulations evaluated,retained primary version,https://doi.org/10.1080/14737167.2026.2693168,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-f4f9d23282a9,fresh_alternate_public_search,Surrogate modeling and control of medical digital twins.,exclude,not_applicable,no_learned_dynamics,hand-specified or simulation-trained dynamics without observed-data transition fitting,scenario simulation does not validate learned medical transitions,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC11102043/,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",high
ALT-b3e7bbcf7025,fresh_alternate_public_search,Temporal Generative Models for Longitudinal Study of Disease Progression Patterns,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1109/gseact68539.2026.11620023,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-6dd7b171b472,fresh_alternate_public_search,Temporal order of clinical and biomarker changes in familial frontotemporal dementia.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC9951811/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-0c4c70a8e30e,fresh_alternate_public_search,Thalamic regulation of reinforcement learning strategies across prefrontal-striatal networks.,exclude,not_applicable,wrong_domain,"nonmedical behavioral, agricultural, or molecular dynamics",does not evaluate a substantive medical/biomedical modeled state,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC12531340/,The modeled system is outside the review’s substantive medical or biomedical scope.,high
ALT-cc1c1352d964,fresh_alternate_public_search,The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories,include,empirical,include_empirical,fitted continuous-time state dynamics,future trajectories or next states evaluated,retained primary version,https://doi.org/10.64898/2026.07.26.26358943,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-67acfccd7966,fresh_alternate_public_search,"The Era of Preemptive Medicine: Developing Medical Digital Twins through Omics, IoT, and AI Integration.",exclude,not_applicable,review_not_primary,general digital-twin concepts or implementation issues,learned transition/rollout systems are not a central evidence category,retained noneligible review or perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC11799569/,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",high
ALT-75ede1e4486d,fresh_alternate_public_search,The Potential of Digital Twins for Pediatric Rare Diseases.,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://pmc.ncbi.nlm.nih.gov/articles/PMC13140324/,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,high
ALT-0fdbd7fc2fe3,fresh_alternate_public_search,The potential of the Medical Digital Twin in diabetes management: a review.,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://pmc.ncbi.nlm.nih.gov/articles/PMC10397506/,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,high
ALT-4e7f7bf92591,fresh_alternate_public_search,The Virtual Patient Simulator: Using Hemodynamics and the Cardioenergetic Profile to Optimize Heart Failure Care.,exclude,not_applicable,no_primary_empirical_evaluation,proposed or discussed dynamics only,no sufficiently extractable primary methods and results,"editorial, abstract, perspective, or proposal",https://pmc.ncbi.nlm.nih.gov/articles/PMC12013844/,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,high
ALT-7371d6ebce00,fresh_alternate_public_search,Toward mechanistic medical digital twins: some use cases in immunology.,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://pmc.ncbi.nlm.nih.gov/articles/PMC10955144/,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,high
ALT-d81426ebf4f9,fresh_alternate_public_search,"Towards a multi-organ, multi-omics medical digital twin.",uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1038/s41551-025-01474-w,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-93e4c18ce5af,fresh_alternate_public_search,Towards AI-based precision rehabilitation via contextual model-based reinforcement learning.,exclude,not_applicable,no_primary_empirical_evaluation,proposed or discussed dynamics only,no sufficiently extractable primary methods and results,"editorial, abstract, perspective, or proposal",https://pmc.ncbi.nlm.nih.gov/articles/PMC12717728/,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,high
ALT-009a6e0f911b,fresh_alternate_public_search,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.1109/tpami.2023.3292363,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-7a4e7d9c8802,fresh_alternate_public_search,Trajectory forecasting lifts the femtosecond ceiling in molecular simulation,exclude,not_applicable,wrong_domain,"nonmedical behavioral, agricultural, or molecular dynamics",does not evaluate a substantive medical/biomedical modeled state,single primary record,https://doi.org/10.1038/s42256-026-01275-z,The modeled system is outside the review’s substantive medical or biomedical scope.,high
ALT-cb711f02e823,fresh_alternate_public_search,Treatment and therapy with digital twin technology,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1201/9781003498117-4,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-96b19f8d66a6,fresh_alternate_public_search,TWIN: Personalized Clinical Trial Digital Twin Generation,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://doi.org/10.1145/3580305.3599534,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",medium
ALT-2e0b832a46b2,fresh_alternate_public_search,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,include,empirical,include_empirical,fitted continuous-time state dynamics,intervention or policy simulations evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC11330176/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-dcb2580cae0b,fresh_alternate_public_search,Using an optimized generative model to infer the progression of complications in type 2 diabetes patients.,include,empirical,include_empirical,fitted continuous-time state dynamics,future trajectories or next states evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC9250218/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-87377213f8c2,fresh_alternate_public_search,Using Constrained-Disorder Principle-Based Systems to Improve the Performance of Digital Twins in Biological Systems.,exclude,not_applicable,review_not_primary,general digital-twin concepts or implementation issues,learned transition/rollout systems are not a central evidence category,retained noneligible review or perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC10452845/,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",high
ALT-43b2bbc48902,fresh_alternate_public_search,"Using the Non-Adoption, Abandonment, Scale-Up, Spread, and Sustainability (NASSS) Framework to Identify Barriers and Facilitators for the Implementation of Digital Twins in Cardiovascular Medicine.",exclude,not_applicable,review_not_primary,general digital-twin concepts or implementation issues,learned transition/rollout systems are not a central evidence category,retained noneligible review or perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC10385429/,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",high
ALT-1c61095bff41,fresh_alternate_public_search,Validating medical digital twins for clinical decision support: beyond predictive accuracy.,exclude,not_applicable,review_not_primary,general digital-twin concepts or implementation issues,learned transition/rollout systems are not a central evidence category,retained noneligible review or perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC13436594/,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",high
ALT-d053973ac131,fresh_alternate_public_search,Virtual imaging trials in medicine: A brief takeaway of the lessons from the first international summit.,exclude,not_applicable,review_not_primary,general digital-twin concepts or implementation issues,learned transition/rollout systems are not a central evidence category,retained noneligible review or perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC11882375/,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",high
ALT-5dc52895a3b1,fresh_alternate_public_search,Whole Genome Sequencing-based digital twin as a clinical decision support system: in-born disease risks and pharmacogenomics with Large Language Model,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://doi.org/10.14293/gof.23.09,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",medium
ALT-397e5a31b0bc,fresh_alternate_public_search,Whole-heart electromechanical simulations using Latent Neural Ordinary Differential Equations.,exclude,not_applicable,no_learned_dynamics,hand-specified or simulation-trained dynamics without observed-data transition fitting,scenario simulation does not validate learned medical transitions,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC11009296/,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",high
AUD-9d6f07506042,primary_search_alternate_filter,Can digital twin technology revolutionize public health emergency management? Insights from the PPRR framework.,exclude,not_applicable,review_not_primary,general digital-twin concepts or implementation issues,learned transition/rollout systems are not a central evidence category,retained noneligible review or perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC12507705/,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",high
AUD-6f40540d5fb2,primary_search_alternate_filter,Causal Digital Twins for Precision Medicine: Integrating Multi-Omics and Wearable Data for Intervention Planning,exclude,not_applicable,no_primary_empirical_evaluation,proposed or discussed dynamics only,no sufficiently extractable primary methods and results,"editorial, abstract, perspective, or proposal",https://doi.org/10.62311/nesx/rb-978-81-999904-5-6,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,high
AUD-eb75e7258782,primary_search_alternate_filter,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC13505573/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
AUD-1a76e219c91c,primary_search_alternate_filter,Developing a mathematical model for early detection of viral hepatitis induced liver dysfunction,exclude,not_applicable,no_primary_empirical_evaluation,proposed or discussed dynamics only,no sufficiently extractable primary methods and results,"editorial, abstract, perspective, or proposal",https://doi.org/10.1152/physiol.2023.38.s1.5793746,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,high
AUD-6c0866a27898,primary_search_alternate_filter,Digital Twins for Predictive Modelling of Thrombosis and Stroke Risk: Current Approaches and Future Directions,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://doi.org/10.1055/a-2761-5903,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,medium
AUD-7b680c396592,primary_search_alternate_filter,Individual hearts: computational models for improved management of cardiovascular disease,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://doi.org/10.1136/heartjnl-2024-324177,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,medium
AUD-1591cd857d17,primary_search_alternate_filter,Individualized Physiology-Based Digital Twin Model for Sports Performance Prediction : A Reinterpretation of the Margaria-Morton Model,exclude,not_applicable,wrong_domain,"nonmedical behavioral, agricultural, or molecular dynamics",does not evaluate a substantive medical/biomedical modeled state,single primary record,https://doi.org/10.21203/rs.3.rs-3854200/v1,The modeled system is outside the review’s substantive medical or biomedical scope.,high
AUD-d5aa0fec108f,primary_search_alternate_filter,P535 Optimising vedolizumab in treatment sequences for Crohn’s disease: Results from a simulation model using real-world evidence,include,empirical,include_empirical,fitted continuous-time state dynamics,intervention or policy simulations evaluated,retained primary version,https://doi.org/10.1093/ecco-jcc/jjab076.656,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
AUD-a956f62c779d,primary_search_alternate_filter,Pumping the brakes on RNA velocity by understanding and interpreting RNA velocity estimates.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC10601342/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
AUD-7f06de254050,primary_search_alternate_filter,Temporal dynamics of trauma memory persistence.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC10244962/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
AUD-598ee162edd1,primary_search_alternate_filter,WITHDRAWN: Understanding of Comorbidities Using Modeling Techniques on EHR,exclude,not_applicable,unstable_record,withdrawn dynamics record,withdrawn evidence cannot support eligibility,withdrawn preprint,https://doi.org/10.21203/rs.3.rs-1017334/v2,The primary record is withdrawn and cannot provide stable evidence for inclusion.,high
