audit_id,route,title,reviewer_a_decision,reviewer_a_corpus_type,reviewer_a_reason_code,reviewer_a_rationale,reviewer_b_decision,reviewer_b_corpus_type,reviewer_b_reason_code,reviewer_b_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
ALT-009a6e0f911b,fresh_alternate_public_search,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,include,empirical,include_empirical,Learns a causal patient response simulator from clinical dialogues; evaluates sequential symptom inquiry and diagnosis interactions.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns a causal patient response simulator from clinical dialogues; evaluates sequential symptom inquiry and diagnosis interactions. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-7a4e7d9c8802,fresh_alternate_public_search,Trajectory forecasting lifts the femtosecond ceiling in molecular simulation,exclude,not_applicable,wrong_domain,Forecasts molecular trajectories for physical simulation; lacks a substantive medical or biomedical modeled state.,exclude,not_applicable,wrong_domain,The modeled system is outside the review’s substantive medical or biomedical scope.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: Forecasts molecular trajectories for physical simulation; lacks a substantive medical or biomedical modeled state. B: The modeled system is outside the review’s substantive medical or biomedical scope.
ALT-2e0b832a46b2,fresh_alternate_public_search,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,include,empirical,include_empirical,Fits type 1 diabetes onset dynamics from natural history data; simulates treatment effects trial designs and power.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits type 1 diabetes onset dynamics from natural history data; simulates treatment effects trial designs and power. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-dcb2580cae0b,fresh_alternate_public_search,Using an optimized generative model to infer the progression of complications in type 2 diabetes patients.,include,empirical,include_empirical,Learns generative Markov-Bayesian diabetes complication dynamics; evaluates synthetic illness trajectories and stage transitions.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns generative Markov-Bayesian diabetes complication dynamics; evaluates synthetic illness trajectories and stage transitions. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-d053973ac131,fresh_alternate_public_search,Virtual imaging trials in medicine: A brief takeaway of the lessons from the first international summit.,exclude,not_applicable,no_primary_empirical_evaluation,Reports an international virtual-imaging summit; does not provide a primary learned dynamics evaluation.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,"A: Reports an international virtual-imaging summit; does not provide a primary learned dynamics evaluation. B: This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators."
AUD-eb75e7258782,primary_search_alternate_filter,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,include,empirical,include_empirical,Learns causal sequence dynamics of tumor macrophage states; validates temporal predictions and intervention optimization.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns causal sequence dynamics of tumor macrophage states; validates temporal predictions and intervention optimization. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
AUD-1a76e219c91c,primary_search_alternate_filter,Developing a mathematical model for early detection of viral hepatitis induced liver dysfunction,exclude,not_applicable,no_primary_empirical_evaluation,Conference abstract proposes a hepatitis liver model; no extractable empirical results establish dynamics performance.,exclude,not_applicable,no_primary_empirical_evaluation,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,A: Conference abstract proposes a hepatitis liver model; no extractable empirical results establish dynamics performance. B: The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.
AUD-7b680c396592,primary_search_alternate_filter,Individual hearts: computational models for improved management of cardiovascular disease,include,review,include_review,Reviews data-driven and mechanistic individualized heart models; synthesizes patient-specific simulation and decision-support evidence.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,include,review,include_review,reviewer_consensus,A: Reviews data-driven and mechanistic individualized heart models; synthesizes patient-specific simulation and decision-support evidence. B: Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.
AUD-1591cd857d17,primary_search_alternate_filter,Individualized Physiology-Based Digital Twin Model for Sports Performance Prediction : A Reinterpretation of the Margaria-Morton Model,exclude,not_applicable,wrong_domain,Models individualized exercise physiology for racing performance; the application is sports performance rather than medicine.,exclude,not_applicable,wrong_domain,The modeled system is outside the review’s substantive medical or biomedical scope.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: Models individualized exercise physiology for racing performance; the application is sports performance rather than medicine. B: The modeled system is outside the review’s substantive medical or biomedical scope.
AUD-d5aa0fec108f,primary_search_alternate_filter,P535 Optimising vedolizumab in treatment sequences for Crohn’s disease: Results from a simulation model using real-world evidence,include,empirical,include_empirical,Parameterizes Crohn treatment-state transitions from real-world evidence; compares sequential therapy policies and outcomes.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Parameterizes Crohn treatment-state transitions from real-world evidence; compares sequential therapy policies and outcomes. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
AUD-a956f62c779d,primary_search_alternate_filter,Pumping the brakes on RNA velocity by understanding and interpreting RNA velocity estimates.,include,empirical,include_empirical,Evaluates RNA-velocity transition estimates in single cells; tests direction and speed against known and simulated dynamics.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Evaluates RNA-velocity transition estimates in single cells; tests direction and speed against known and simulated dynamics. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
AUD-7f06de254050,primary_search_alternate_filter,Temporal dynamics of trauma memory persistence.,include,empirical,include_empirical,Calibrates trauma-memory persistence dynamics to empirical data; tests time-course predictions and intervention parameters.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Calibrates trauma-memory persistence dynamics to empirical data; tests time-course predictions and intervention parameters. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
AUD-598ee162edd1,primary_search_alternate_filter,WITHDRAWN: Understanding of Comorbidities Using Modeling Techniques on EHR,exclude,not_applicable,unstable_record,Reports a coupled-HMM comorbidity model in a withdrawn record; the withdrawn version is not stable primary evidence.,exclude,not_applicable,unstable_record,The primary record is withdrawn and cannot provide stable evidence for inclusion.,exclude,not_applicable,unstable_record,reviewer_consensus,A: Reports a coupled-HMM comorbidity model in a withdrawn record; the withdrawn version is not stable primary evidence. B: The primary record is withdrawn and cannot provide stable evidence for inclusion.
